client_id,annual_income_k,credit_score,loan_approved,age,employment_years,region,debt_to_income_ratio
443,516.26,0.63,1,47,19,Екатеринбург,0.2578192223297513
444,553.3,0.92,1,41,20,Екатеринбург,0.22057857652108703
445,698.8,0.755,1,62,36,Санкт-Петербург,0.2308440924058026
446,370.13,0.254,0,48,35,Санкт-Петербург,0.7274987241536767
447,515.79,0.978,1,33,32,Санкт-Петербург,0.11499200869400261
448,376.56,0.202,0,28,24,Новосибирск,0.6624005418612438
449,267.52,0.333,0,24,17,Санкт-Петербург,0.5364597303278733
450,515.33,0.612,1,31,7,Екатеринбург,0.16955648060977743
451,117.43,0.455,0,55,1,Новосибирск,0.6199058205064081
452,337.47,0.434,0,46,35,Казань,0.5809412153914866
453,825.62,0.705,1,56,32,Москва,0.23619065828071523
454,124.4,0.288,0,37,36,Санкт-Петербург,0.6547285857137412
455,277.25,0.474,0,23,13,Казань,0.7899079373681652
456,196.23,0.123,0,45,6,Екатеринбург,0.7302413699628061
457,183.21,0.136,0,31,14,Москва,0.42400327703560475
458,960.42,0.88,1,59,37,Казань,0.2535752727267423
459,824.82,0.996,1,43,15,Москва,0.2503589174734513
460,132.37,0.02,0,47,4,Санкт-Петербург,0.6012174990228086
461,848.71,0.53,1,64,16,Екатеринбург,0.14253285730226856
462,725.69,0.531,1,60,28,Москва,0.1194036436474179
463,318.46,0.285,0,48,16,Казань,0.7495178761679523
464,256.02,0.336,0,50,4,Санкт-Петербург,0.6007281502162044
465,934.31,0.914,1,59,26,Санкт-Петербург,0.26500706382856
466,272.64,0.033,0,41,28,Казань,0.5358770473918348
467,187.64,0.485,0,48,32,Казань,0.6876077772651565
468,808.46,0.69,1,62,2,Москва,0.25685425986134336
469,854.53,0.675,1,41,31,Новосибирск,0.2893760392682047
470,113.8,0.249,0,40,3,Санкт-Петербург,0.5424999578415121
471,104.98,0.448,0,41,8,Москва,0.4708860227515168
472,968.11,0.869,1,56,24,Казань,0.2862957985193361
473,201.71,0.057,0,23,15,Москва,0.646496259732245
474,333.14,0.3,0,51,31,Казань,0.5931514136463375
475,262.79,0.2,0,55,9,Екатеринбург,0.5561303117046219
476,522.87,0.684,1,43,39,Казань,0.23236214571488492
477,634.5,0.727,1,24,2,Казань,0.2633780579008337
478,266.56,0.14,0,27,8,Казань,0.7076430974029198
479,113.94,0.432,0,36,7,Новосибирск,0.7607638286995555
480,368.83,0.105,0,48,39,Казань,0.5785418317719704
481,667.56,0.96,1,31,16,Санкт-Петербург,0.11141886758158875
482,566.36,0.869,1,30,35,Санкт-Петербург,0.16861034650393011
483,753.73,0.965,1,54,30,Москва,0.2333871970407813
484,205.27,0.317,0,53,10,Новосибирск,0.608053939113874
485,107.63,0.096,0,27,38,Москва,0.5898884508512852
486,560.28,0.636,1,62,18,Санкт-Петербург,0.12793847452058774
487,111.07,0.445,0,57,5,Санкт-Петербург,0.7274372921492432
488,223.11,0.103,0,23,29,Екатеринбург,0.7598402379052944
489,545.74,0.997,1,50,39,Казань,0.2966129399229641
490,558.65,0.506,1,25,34,Санкт-Петербург,0.19879582982803756
491,629.9,0.903,1,22,23,Москва,0.2738704601984695
492,785.3,0.868,1,40,5,Москва,0.24736529115030081
493,103.25,0.171,0,47,30,Казань,0.4228379042039536
494,592.76,0.707,1,46,6,Казань,0.21455210659101737
495,371.61,0.13,0,31,4,Екатеринбург,0.6121696881308971
496,128.1,0.033,0,36,29,Новосибирск,0.6651142930974654
497,935.89,0.808,1,43,23,Москва,0.17038595414635535
498,900.29,0.521,1,42,6,Казань,0.18922985129143388
499,912.34,0.77,1,43,32,Москва,0.23433204619957973
500,589.84,0.566,1,57,18,Казань,0.16678049430531078
501,107.95,0.018,0,55,15,Санкт-Петербург,0.6098002296875906
502,367.34,0.107,0,51,32,Москва,0.6607472374590424
503,323.81,0.123,0,46,9,Санкт-Петербург,0.7117932067538114
504,853.24,0.506,1,49,37,Москва,0.24414502240533578
505,231.69,0.492,0,22,10,Новосибирск,0.7890754973044342
506,264.77,0.401,0,25,20,Екатеринбург,0.5143365794653638
507,158.57,0.179,0,28,6,Санкт-Петербург,0.42844428328537476
508,301.76,0.382,0,30,3,Казань,0.5382627742167437
509,650.48,0.803,1,57,11,Новосибирск,0.21650675548814718
510,744.71,0.882,1,40,17,Москва,0.2367576401779749
511,546.95,0.667,1,22,32,Санкт-Петербург,0.2506237694359348
512,358.93,0.23,0,31,4,Москва,0.619730546074406
513,308.81,0.267,0,57,4,Москва,0.7719166890522012
514,256.67,0.436,0,30,17,Москва,0.7791453767996276
515,287.76,0.298,0,63,19,Екатеринбург,0.4277218024074995
516,763.2,0.648,1,53,5,Екатеринбург,0.2895592132028914
517,662.6,0.731,1,53,32,Казань,0.17931811487726595
518,857.91,0.522,1,27,22,Санкт-Петербург,0.12497401538118454
519,518.5,0.656,1,59,6,Новосибирск,0.2050890252724359
520,727.61,0.744,1,38,35,Новосибирск,0.12189819451089244
521,155.97,0.138,0,31,22,Новосибирск,0.4906936907593446
522,511.06,0.656,1,48,1,Москва,0.2996637513141913
523,322.23,0.285,0,56,20,Екатеринбург,0.6789791312657225
524,898.78,0.922,1,42,22,Санкт-Петербург,0.1568116778080858
525,125.24,0.026,0,46,11,Москва,0.5990117264109811
526,372.27,0.06,0,49,13,Екатеринбург,0.5052320119696764
527,605.33,0.828,1,36,3,Екатеринбург,0.1881478082168527
528,106.98,0.329,0,25,9,Санкт-Петербург,0.4758222034147762
529,698.12,0.534,1,50,12,Санкт-Петербург,0.26767992761843795
530,378.91,0.314,0,30,23,Санкт-Петербург,0.5723765346073308
531,119.07,0.164,0,48,14,Москва,0.4792012121230214
532,385.02,0.134,0,47,33,Казань,0.5752087185401318
533,695.54,0.937,1,40,18,Санкт-Петербург,0.2378834267742649
534,325.71,0.07,0,49,9,Казань,0.5715675837974842
535,565.78,0.969,1,38,23,Москва,0.23877263237514645
536,684.26,0.943,1,64,10,Казань,0.1611627022567328
537,944.37,0.733,1,62,19,Новосибирск,0.251847795931399
538,796.47,0.667,1,63,5,Казань,0.2239495708983132
539,143.47,0.293,0,41,23,Санкт-Петербург,0.6917661794906163
540,669.73,0.587,1,61,30,Москва,0.2025670724870284
541,227.27,0.088,0,60,25,Санкт-Петербург,0.5436003072317055
542,903.92,0.63,1,44,28,Новосибирск,0.16571412654645884
543,194.31,0.089,0,53,34,Санкт-Петербург,0.5552233897043828
544,829.23,0.913,1,54,25,Санкт-Петербург,0.16446496489388499
545,153.13,0.188,0,26,10,Санкт-Петербург,0.5223024510049499
546,713.09,0.576,1,64,14,Екатеринбург,0.11415828720223489
547,703.45,0.681,1,55,30,Новосибирск,0.2320776504791651
548,844.73,0.84,1,61,25,Санкт-Петербург,0.26183896073134827
549,247.79,0.192,0,32,14,Санкт-Петербург,0.7170770291397512
550,694.28,0.718,1,24,35,Санкт-Петербург,0.19944583900399915
551,229.58,0.494,0,54,34,Москва,0.6585460448494624
552,155.96,0.08,0,32,10,Екатеринбург,0.7493243493030913
553,575.53,0.561,1,37,35,Москва,0.10383357750499556
554,552.47,0.658,1,39,11,Екатеринбург,0.18639787429268817
555,104.32,0.07,0,51,11,Санкт-Петербург,0.6285332019887715
556,503.19,0.558,1,31,21,Новосибирск,0.2907873505052817
557,357.52,0.147,0,39,21,Казань,0.6092632003223931
558,885.2,0.553,1,59,22,Казань,0.25778540478977585
559,918.51,0.652,1,40,7,Санкт-Петербург,0.25491441663487296
560,377.41,0.085,0,57,17,Москва,0.5044113566143393
561,555.96,0.938,1,34,2,Новосибирск,0.22424530609603344
562,969.53,0.91,1,24,12,Екатеринбург,0.10961579369729005
563,935.05,0.522,1,31,18,Санкт-Петербург,0.1967149171407735
564,984.91,0.863,1,59,11,Новосибирск,0.10292942545449735
565,273.07,0.333,0,22,16,Новосибирск,0.61182907228507
566,621.02,0.844,1,48,18,Екатеринбург,0.2952172048399143
567,237.48,0.262,0,29,35,Новосибирск,0.518957332824796
568,151.99,0.2,0,63,26,Москва,0.6726899401649369
569,247.48,0.007,0,38,16,Москва,0.4831161858819015
570,347.94,0.292,0,30,6,Москва,0.7195794248286824
571,998.97,0.614,1,27,12,Новосибирск,0.279015311832369
572,196.96,0.224,0,64,13,Москва,0.5661045750291283
573,808.33,0.569,1,46,4,Екатеринбург,0.17015552460206243
574,998.56,0.825,1,60,39,Новосибирск,0.26653874926988397
575,264.01,0.26,0,49,2,Казань,0.5929165295984841
576,975.43,0.571,1,54,26,Новосибирск,0.2823265827416951
577,109.15,0.077,0,58,27,Екатеринбург,0.5435474763975435
578,565.62,0.51,1,30,27,Казань,0.13308403042568187
579,935.48,0.887,1,39,15,Новосибирск,0.10046468122638606
580,328.24,0.091,0,42,8,Москва,0.5218092756605534
581,663.52,0.649,1,23,7,Санкт-Петербург,0.28122750722549583
582,212.88,0.437,0,64,12,Санкт-Петербург,0.40156564229415626
583,292.99,0.227,0,59,13,Москва,0.49088307113280183
584,184.56,0.111,0,61,17,Санкт-Петербург,0.5625625147203982
585,185.71,0.36,0,57,17,Санкт-Петербург,0.7405044669448242
586,726.16,0.541,1,64,36,Москва,0.27574930473538595
587,615.84,0.859,1,58,21,Москва,0.13933344647806145
588,966.94,0.706,1,36,8,Новосибирск,0.2894599998840134
589,927.19,0.753,1,49,5,Новосибирск,0.14112429753986822
590,397.02,0.156,0,39,26,Москва,0.5356949362115468
591,318.88,0.038,0,55,16,Екатеринбург,0.5992794878246742
592,939.56,0.748,1,43,36,Санкт-Петербург,0.20913373299372695
593,216.45,0.388,0,32,28,Новосибирск,0.4873092795125975
594,290.53,0.043,0,34,29,Санкт-Петербург,0.4521805639774472
595,539.29,0.759,1,25,12,Казань,0.20417715654013585
596,289.93,0.121,0,43,37,Москва,0.46158529546660154
597,515.19,0.999,1,28,30,Екатеринбург,0.11420748428066825
598,827.26,0.992,1,64,23,Казань,0.26366156353506054
599,318.7,0.475,0,45,16,Казань,0.5874407240486039
600,569.83,0.838,1,25,14,Казань,0.21491643951037592
601,657.65,0.763,1,49,10,Москва,0.20295684698662686
602,113.59,0.498,0,36,7,Новосибирск,0.7555420393573679
603,133.36,0.209,0,22,37,Москва,0.6982934934725435
604,166.63,0.448,0,24,29,Новосибирск,0.4140627968194006
605,381.02,0.485,0,35,3,Казань,0.630028167634166
606,903.28,0.69,1,59,15,Казань,0.2467285680728897
607,672.94,0.699,1,22,36,Екатеринбург,0.2680037663841397
608,897.4,0.73,1,59,19,Новосибирск,0.20899645562000357
609,250.79,0.407,0,59,13,Казань,0.7431056583144118
610,368.66,0.446,0,42,21,Санкт-Петербург,0.5896408303369068
611,997.45,0.535,1,50,37,Екатеринбург,0.13298680537054622
612,638.41,0.921,1,26,27,Москва,0.12492301263782496
613,931.02,0.642,1,31,29,Екатеринбург,0.1731798597235615
614,591.06,0.521,1,49,20,Санкт-Петербург,0.14587870043087642
615,167.95,0.262,0,42,25,Новосибирск,0.6657802628373038
616,842.78,0.988,1,28,6,Москва,0.11093863491525353
617,346.56,0.457,0,24,36,Москва,0.47115191818425145
618,327.35,0.226,0,41,2,Новосибирск,0.755413315409794
619,816.31,0.82,1,40,22,Екатеринбург,0.13443949588472662
620,142.9,0.07,0,56,32,Казань,0.4571383630367695
621,151.96,0.089,0,25,16,Екатеринбург,0.7057006392277583
622,115.5,0.354,0,26,18,Санкт-Петербург,0.7159898000067092
623,825.16,0.828,1,22,5,Казань,0.18495666830483726
624,184.28,0.175,0,25,36,Екатеринбург,0.7413862212810213
625,256.93,0.298,0,33,30,Новосибирск,0.6949491888122685
626,308.72,0.385,0,48,19,Санкт-Петербург,0.7528822948907963
627,747.57,0.576,1,63,23,Санкт-Петербург,0.19340357330434832
628,183.98,0.199,0,44,34,Санкт-Петербург,0.6990388512397769
629,833.43,0.802,1,46,13,Казань,0.1452554668287614
630,532.1,0.555,1,42,29,Москва,0.12636136597933587
631,250.45,0.075,0,45,36,Казань,0.4456735120948529
632,291.23,0.303,0,46,22,Екатеринбург,0.6073274889716732
633,386.46,0.269,0,53,36,Москва,0.6349391164972112
634,167.08,0.283,0,53,9,Екатеринбург,0.4696842700285564
635,992.04,0.618,1,26,39,Москва,0.2634214198333522
636,934.14,0.574,1,57,19,Казань,0.18966929410492672
637,713.89,0.548,1,63,38,Санкт-Петербург,0.1978477722855549
638,389.69,0.384,0,63,6,Новосибирск,0.766066855189822
639,530.18,0.691,1,60,15,Санкт-Петербург,0.1156603340959115
640,328.45,0.417,0,37,20,Казань,0.4252753117098065
641,181.4,0.106,0,54,9,Москва,0.6392749999754115
642,930.06,0.893,1,42,32,Санкт-Петербург,0.18985490939132996
643,583.74,0.858,1,30,4,Казань,0.2880994397026021
644,150.85,0.07,0,27,18,Екатеринбург,0.7890089982534648
645,345.4,0.231,0,56,5,Новосибирск,0.6176119861178303
646,536.6,0.568,1,60,20,Санкт-Петербург,0.22482268400913086
647,528.54,0.684,1,43,23,Москва,0.19481525282157153
648,889.92,0.54,1,62,11,Екатеринбург,0.2751370255172212
649,584.88,0.9,1,26,37,Казань,0.15428617285521065
650,689.89,0.529,1,63,22,Новосибирск,0.10074048136648338
651,746.14,0.92,1,44,4,Москва,0.13251224118628302
652,880.51,0.708,1,38,29,Казань,0.16990456023387962
653,270.49,0.091,0,33,34,Казань,0.41994583059767154
654,134.82,0.088,0,44,13,Санкт-Петербург,0.6413616848880984
655,828.92,0.692,1,37,9,Санкт-Петербург,0.23611213322776756
656,624.36,0.594,1,24,31,Москва,0.15991126392297944
657,366.16,0.064,0,51,7,Казань,0.40600901679222656
658,985.7,0.909,1,43,4,Санкт-Петербург,0.11911182079166704
659,175.07,0.168,0,30,19,Новосибирск,0.6352574826918393
660,847.49,0.73,1,50,30,Новосибирск,0.2870849648897068
661,110.78,0.454,0,58,31,Казань,0.5704489483889943
662,388.65,0.144,0,44,35,Санкт-Петербург,0.6209285989497112
663,121.83,0.009,0,34,21,Москва,0.639553237902927
664,261.8,0.374,0,53,31,Москва,0.5097646884001501
665,228.7,0.448,0,44,19,Москва,0.5600118543945166
666,987.4,0.906,1,38,31,Новосибирск,0.28252100537662206
667,540.52,0.832,1,61,32,Санкт-Петербург,0.13547027233194858
668,121.36,0.013,0,42,2,Санкт-Петербург,0.744752132447303
669,538.07,0.617,1,23,10,Новосибирск,0.26109920920644886
670,101.66,0.198,0,58,2,Москва,0.5641171211775786
671,348.62,0.068,0,27,2,Москва,0.5331826457485673
672,982.56,0.546,1,39,24,Казань,0.235777467437757
673,253.63,0.04,0,51,17,Екатеринбург,0.4426204988864452
674,128.19,0.173,0,43,32,Санкт-Петербург,0.6753430499654631
675,253.4,0.399,0,54,16,Санкт-Петербург,0.5039177664684642
676,844.76,0.821,1,51,16,Санкт-Петербург,0.22603501697740827
677,977.83,0.53,1,38,39,Екатеринбург,0.29769809689736093
678,199.27,0.246,0,64,31,Казань,0.4751703831495182
679,736.6,0.597,1,53,24,Екатеринбург,0.11235247725803994
680,768.49,0.662,1,63,1,Москва,0.24687000706705914
681,935.37,0.771,1,35,11,Москва,0.20434668377064913
682,801.72,0.876,1,31,21,Санкт-Петербург,0.142640786277827
683,248.33,0.4,0,57,4,Новосибирск,0.5460911705027528
684,367.0,0.347,0,55,7,Санкт-Петербург,0.6141653342045872
685,898.91,0.936,1,30,26,Новосибирск,0.15213233096658732
686,846.14,0.79,1,63,12,Екатеринбург,0.11850571087334383
687,895.36,0.553,1,49,31,Москва,0.17988645580617088
688,935.92,0.698,1,32,17,Новосибирск,0.18378584478748378
689,616.48,0.903,1,35,33,Екатеринбург,0.20291235806965968
690,592.57,0.76,1,60,11,Москва,0.24179285342475548
691,612.22,0.825,1,40,28,Новосибирск,0.28122018573608515
692,808.92,0.61,1,36,32,Санкт-Петербург,0.12754681977756172
693,510.63,0.817,1,49,1,Санкт-Петербург,0.11086961966973141
694,700.97,0.706,1,45,28,Санкт-Петербург,0.10370624671886666
695,726.1,0.696,1,29,7,Екатеринбург,0.12872427561376326
696,941.89,0.613,1,64,2,Санкт-Петербург,0.2315898971563252
697,212.28,0.326,0,30,24,Казань,0.6141882298365353
698,216.76,0.409,0,54,4,Москва,0.7742997046098202
699,294.89,0.062,0,54,19,Екатеринбург,0.6390452763729843
700,188.33,0.058,0,40,26,Санкт-Петербург,0.723770995385126
701,696.25,0.869,1,24,11,Москва,0.19662692911309987
702,290.02,0.437,0,31,11,Новосибирск,0.7728516399122611
703,609.61,0.887,1,61,3,Санкт-Петербург,0.22222830464224924
704,130.44,0.161,0,63,12,Москва,0.6990802056052359
705,211.61,0.415,0,22,3,Казань,0.49364106598825624
706,937.35,0.976,1,50,27,Новосибирск,0.25056949501827674
707,130.94,0.104,0,55,2,Казань,0.6070397860215231
708,135.65,0.369,0,34,16,Москва,0.4497736831787021
709,840.07,0.68,1,22,2,Казань,0.21644748976051725
710,259.41,0.076,0,55,30,Москва,0.5159699050532115
711,933.96,0.532,1,50,20,Москва,0.10688064169069166
712,809.75,0.978,1,34,38,Казань,0.22698594602354874
713,865.79,0.885,1,50,28,Москва,0.2717864698649455
714,783.77,0.756,1,60,25,Санкт-Петербург,0.16895395337997482
715,636.63,0.62,1,45,32,Москва,0.1780591094425541
716,249.17,0.106,0,47,10,Екатеринбург,0.5561151634652546
717,395.99,0.277,0,38,33,Москва,0.4424367118451637
718,962.62,0.504,1,28,13,Екатеринбург,0.24299056471035543
719,609.13,0.804,1,34,37,Москва,0.1497594127506296
720,127.93,0.162,0,26,16,Москва,0.6342416671358029
721,779.82,0.731,1,47,22,Казань,0.1308831515078426
722,212.36,0.349,0,24,20,Санкт-Петербург,0.6876798782383069
723,133.02,0.242,0,28,27,Санкт-Петербург,0.6980965944689765
724,514.62,0.724,1,60,16,Новосибирск,0.22874396126498917
725,292.61,0.266,0,22,34,Казань,0.5323967790413613
726,623.55,0.603,1,38,32,Казань,0.18993539543674398
727,193.51,0.057,0,64,26,Санкт-Петербург,0.5239462597633939
728,740.76,0.608,1,46,25,Казань,0.13455135124924197
729,390.0,0.272,0,24,2,Санкт-Петербург,0.5605010332814913
730,236.36,0.053,0,36,12,Казань,0.7420313543878753
731,852.34,0.913,1,50,9,Москва,0.2918168484564807
732,343.03,0.423,0,64,12,Санкт-Петербург,0.5544396755349937
733,971.81,0.551,1,53,26,Санкт-Петербург,0.24347455481259467
734,574.17,0.678,1,47,9,Екатеринбург,0.23286787332113645
735,854.18,0.518,1,37,10,Казань,0.1686755579149145
736,564.76,0.865,1,46,32,Казань,0.10381983987074517
737,360.12,0.064,0,49,34,Санкт-Петербург,0.694191355333299
738,564.43,0.758,1,30,20,Москва,0.28909897211190005
739,152.31,0.491,0,22,39,Москва,0.6516587335881276
740,310.59,0.36,0,50,2,Москва,0.5481172265765272
741,312.06,0.431,0,43,1,Казань,0.4904606399208474
742,972.31,0.664,1,37,36,Екатеринбург,0.1399257615319835
743,311.1,0.181,0,62,24,Санкт-Петербург,0.7258260848454011
744,502.88,0.741,1,62,27,Новосибирск,0.2492839660019698
745,136.61,0.477,0,28,2,Екатеринбург,0.4802528360586294
746,807.93,0.742,1,35,31,Новосибирск,0.2755956764999318
747,791.09,0.751,1,50,14,Екатеринбург,0.15383794789466104
748,817.0,0.895,1,40,2,Москва,0.29645121218732295
749,187.96,0.147,0,40,29,Казань,0.46091609882706214
750,172.56,0.094,0,23,15,Новосибирск,0.505590207883932
751,323.95,0.483,0,62,12,Екатеринбург,0.5710030230370599
752,172.62,0.064,0,36,37,Казань,0.6931353349089662
753,757.41,0.754,1,24,28,Новосибирск,0.11386155460765897
754,889.93,0.946,1,32,20,Санкт-Петербург,0.2156436762446579
755,726.89,0.996,1,51,39,Екатеринбург,0.21952648797378005
756,809.08,0.519,1,61,24,Санкт-Петербург,0.24778609106989444
757,173.2,0.421,0,39,21,Москва,0.47225467917652614
758,637.11,0.998,1,23,10,Санкт-Петербург,0.208247642886766
759,709.86,0.846,1,53,14,Санкт-Петербург,0.11058148665413288
760,103.41,0.259,0,29,37,Екатеринбург,0.41191620161304887
761,263.69,0.22,0,43,18,Москва,0.4039117521223048
762,125.05,0.299,0,27,24,Санкт-Петербург,0.4300491640618037
763,202.24,0.334,0,33,14,Казань,0.6142640246912449
764,353.46,0.358,0,61,34,Новосибирск,0.7417820332741614
765,616.8,0.584,1,57,12,Санкт-Петербург,0.18830078465623498
766,264.62,0.38,0,36,22,Москва,0.7746645218338725
767,939.31,0.878,1,49,6,Санкт-Петербург,0.1581998779129326
768,130.34,0.263,0,39,36,Новосибирск,0.7367934112232906
769,947.41,0.882,1,23,36,Москва,0.28089056231249876
770,105.47,0.135,0,34,22,Екатеринбург,0.6637429549115377
771,363.21,0.017,0,36,14,Москва,0.604273193778873
772,122.14,0.298,0,41,16,Екатеринбург,0.5908192900717419
773,998.17,0.874,1,50,36,Москва,0.22374939649152126
774,879.13,0.983,1,63,25,Новосибирск,0.1163359529732708
775,933.52,0.643,1,50,32,Новосибирск,0.14354497975978045
776,633.51,0.545,1,24,33,Москва,0.15006805347627722
777,309.02,0.336,0,40,36,Санкт-Петербург,0.4461611837257633
778,965.47,0.967,1,24,20,Новосибирск,0.1926398872617841
779,939.26,0.637,1,35,18,Екатеринбург,0.19736564238824736
780,297.61,0.105,0,61,38,Екатеринбург,0.592635656087745
781,934.07,0.894,1,25,3,Казань,0.22741717777094309
782,669.94,0.591,1,32,23,Екатеринбург,0.27973354031053277
783,796.2,0.964,1,52,32,Казань,0.1913017710683066
784,228.46,0.192,0,64,16,Москва,0.7051391609385916
785,886.74,0.505,1,53,5,Москва,0.2859871188148171
786,825.83,0.565,1,48,4,Москва,0.19174102313350766
787,829.39,0.699,1,51,21,Санкт-Петербург,0.13632628437576438
788,290.92,0.139,0,64,14,Санкт-Петербург,0.7204656268700635
789,770.65,0.648,1,23,39,Казань,0.11016051793778846
790,289.69,0.493,0,30,31,Екатеринбург,0.7613344026090821
791,207.85,0.171,0,49,14,Екатеринбург,0.42787627869204786
792,643.52,0.909,1,52,6,Москва,0.2867160912013379
793,702.07,0.759,1,55,12,Новосибирск,0.28652044150072875
794,168.64,0.252,0,36,16,Санкт-Петербург,0.6593819656725739
795,993.86,0.608,1,46,17,Санкт-Петербург,0.1764107765022114
796,907.41,0.549,1,57,23,Москва,0.10564575193014128
797,155.02,0.013,0,29,14,Санкт-Петербург,0.6689307239974565
798,985.53,0.551,1,30,7,Москва,0.17175115240425476
799,925.29,0.891,1,58,32,Казань,0.22622340557844695
800,812.95,0.628,1,60,15,Екатеринбург,0.2429796876154577
801,543.93,0.818,1,53,17,Новосибирск,0.18596893394863107
802,745.8,0.744,1,38,34,Екатеринбург,0.1612884673100486
803,215.83,0.28,0,56,5,Екатеринбург,0.7402046607908267
804,129.15,0.394,0,58,27,Казань,0.7511389244066258
805,900.86,0.593,1,40,23,Санкт-Петербург,0.15788727360600438
806,717.79,0.921,1,50,14,Новосибирск,0.19592501934889162
807,533.92,0.744,1,28,15,Санкт-Петербург,0.29456883173200443
808,611.91,0.766,1,49,33,Екатеринбург,0.10097368153110065
809,516.97,0.964,1,30,31,Москва,0.18253564967582986
810,102.09,0.018,0,49,35,Екатеринбург,0.7447500596063233
811,834.11,0.828,1,27,17,Санкт-Петербург,0.20183159311252052
812,370.35,0.248,0,50,28,Екатеринбург,0.6046362442586197
813,232.05,0.065,0,38,19,Москва,0.4635699067376686
814,775.43,0.845,1,37,23,Казань,0.14413981495706701
815,212.67,0.126,0,44,32,Санкт-Петербург,0.5782767160986986
816,271.02,0.447,0,52,13,Екатеринбург,0.41973982547896854
817,184.61,0.326,0,24,20,Санкт-Петербург,0.6277338527628901
818,740.25,0.893,1,42,35,Казань,0.26912841832488427
819,341.04,0.089,0,47,5,Екатеринбург,0.7028756478727878
820,840.11,0.669,1,57,9,Екатеринбург,0.10831196965445172
821,371.91,0.457,0,63,29,Санкт-Петербург,0.6371930803869729
822,360.58,0.149,0,58,6,Санкт-Петербург,0.6150734087020402
823,789.34,0.908,1,43,25,Москва,0.17322262358575025
824,148.24,0.341,0,63,31,Казань,0.42895575930572416
825,252.57,0.044,0,33,22,Москва,0.5161472849944082
826,107.29,0.408,0,63,2,Екатеринбург,0.7528940324083061
827,739.94,0.92,1,34,5,Санкт-Петербург,0.15377138258083434
828,619.39,0.834,1,32,27,Екатеринбург,0.29959549111165207
829,159.61,0.392,0,37,25,Екатеринбург,0.789346626460915
830,610.24,0.637,1,29,8,Новосибирск,0.1815875636735682
831,275.29,0.364,0,61,1,Новосибирск,0.4971781446748176
832,260.73,0.119,0,61,20,Екатеринбург,0.7633461041652327
833,331.0,0.466,0,23,23,Санкт-Петербург,0.43724286260335604
834,397.89,0.131,0,51,32,Екатеринбург,0.5872567767482944
835,924.6,0.767,1,51,11,Новосибирск,0.12432105186961143
836,359.85,0.411,0,33,39,Санкт-Петербург,0.656506283702748
837,733.7,0.568,1,31,24,Екатеринбург,0.27980479652989676
838,310.75,0.438,0,32,11,Казань,0.5171251466948675
839,866.11,0.671,1,36,29,Казань,0.12680497886379835
840,571.25,0.627,1,37,26,Екатеринбург,0.12315200924926493
841,254.89,0.467,0,38,16,Санкт-Петербург,0.527617571949123
842,636.81,0.81,1,47,35,Екатеринбург,0.12786046774158286
843,232.46,0.134,0,23,20,Екатеринбург,0.7732310612264581
844,727.37,0.79,1,33,3,Новосибирск,0.10742266399246046
845,344.34,0.014,0,47,1,Казань,0.5687319342090614
846,528.92,0.596,1,44,1,Новосибирск,0.23446965352857296
847,698.46,0.575,1,39,17,Новосибирск,0.23783628208550334
848,310.29,0.136,0,53,2,Екатеринбург,0.7401717950715713
849,536.75,0.701,1,59,29,Новосибирск,0.14312195304860895
850,519.81,0.978,1,24,20,Казань,0.26274205415146157
851,391.9,0.07,0,59,6,Новосибирск,0.4302521455338198
852,899.39,0.942,1,24,8,Казань,0.20840541393327594
853,256.82,0.334,0,51,29,Новосибирск,0.6570511740843727
854,372.8,0.336,0,22,33,Казань,0.7399370418388097
855,195.08,0.167,0,51,3,Новосибирск,0.5170060081364125
856,999.71,0.786,1,53,35,Новосибирск,0.13657861061373372
857,808.57,0.678,1,49,5,Санкт-Петербург,0.21348864160464592
858,395.8,0.068,0,42,27,Казань,0.5414300494529101
859,335.55,0.234,0,34,12,Казань,0.4529875816071419
860,600.08,0.542,1,48,20,Казань,0.1547084058003874
861,158.79,0.014,0,57,20,Москва,0.6034767762917504
862,770.63,0.847,1,28,9,Новосибирск,0.2965720235710841
863,135.45,0.116,0,43,39,Казань,0.5410764480678939
864,851.23,0.951,1,31,4,Москва,0.2005260231242507
865,963.88,0.677,1,60,19,Санкт-Петербург,0.15155569764079826
866,704.23,0.768,1,36,38,Казань,0.24027271206208828
867,819.26,0.531,1,36,27,Казань,0.10287459035555553
868,207.54,0.246,0,25,13,Москва,0.7219331269185889
869,295.59,0.236,0,53,13,Новосибирск,0.5475950450631026
870,922.39,0.506,1,44,22,Санкт-Петербург,0.16833491476369083
871,195.69,0.078,0,27,28,Казань,0.7208812035343426
872,696.93,0.559,1,45,22,Новосибирск,0.2806381381445571
873,167.28,0.206,0,41,19,Санкт-Петербург,0.6775506141286465
874,340.66,0.219,0,58,8,Екатеринбург,0.4638531027093761
875,288.68,0.01,0,41,8,Екатеринбург,0.7585126208655153
876,246.84,0.373,0,33,26,Санкт-Петербург,0.5617964257807638
877,798.13,0.805,1,54,26,Москва,0.25310867393784053
878,339.49,0.115,0,49,23,Санкт-Петербург,0.682303620414794
879,397.15,0.361,0,29,13,Санкт-Петербург,0.7283360946819404
880,151.16,0.5,0,22,28,Москва,0.49453709733128387
881,936.84,0.677,1,58,9,Москва,0.20730512167868964
882,777.68,0.99,1,43,20,Новосибирск,0.2719881428366818
883,374.46,0.374,0,27,19,Новосибирск,0.5474811696015845
