transaction_id,amount,balance_before,balance_after,transaction_type,transaction_hour,transaction_month,day_of_week,client_id,client_age,historical_transactions,amount_percentage,balance_change,is_large,is_night,large_night
TXN_0108223,547.02,1207.65,728.85,2,11,9,1,CLIENT_01938,26,55,45.3,-478.80000000000007,0,0,0
TXN_ANOM_0200367,1276.28,3054.79,1778.51,1,0,10,5,CLIENT_05958,69,513,41.78,-1276.28,0,1,0
TXN_0116147,238.44,1111.45,873.01,1,6,11,4,CLIENT_01015,55,47,21.45,-238.44000000000005,0,0,0
TXN_0102447,100.0,100.0,0.0,0,8,7,3,CLIENT_04112,41,56,100.0,-100.0,0,0,0
TXN_0101887,1039.75,7876.65,6836.9,2,14,2,2,CLIENT_03585,48,59,13.2,-1039.75,0,0,0
TXN_0108818,100.0,100.0,0.0,0,18,11,1,CLIENT_00083,35,40,100.0,-100.0,0,0,0
TXN_0114774,62.95,2145.01,2077.84,0,12,4,5,CLIENT_01210,22,45,2.93,-67.17000000000007,0,0,0
TXN_0111872,36.62,2935.68,2899.06,0,12,6,0,CLIENT_02094,67,60,1.25,-36.61999999999989,0,0,0
TXN_0100905,499.83,2258.93,1759.1,2,15,3,6,CLIENT_01302,63,45,22.13,-499.8299999999999,0,0,0
TXN_0115000,217.05,1008.44,791.39,0,16,7,2,CLIENT_00180,51,51,21.52,-217.05000000000007,0,0,0
TXN_0117877,1265.01,1265.01,0.0,1,23,10,3,CLIENT_04662,67,53,100.0,-1265.01,0,0,0
TXN_0104896,325.23,7368.06,7042.83,2,8,3,2,CLIENT_02121,55,50,4.41,-325.2300000000005,0,0,0
TXN_0119424,27.72,1853.12,1825.4,2,13,3,2,CLIENT_01615,24,46,1.5,-27.7199999999998,0,0,0
TXN_0109859,50.1,1834.2,1784.1,1,14,2,3,CLIENT_02683,59,59,2.73,-50.100000000000136,0,0,0
TXN_0112085,1003.54,1003.54,0.0,1,18,11,2,CLIENT_03494,35,45,100.0,-1003.54,0,0,0
TXN_0114150,100.0,100.0,0.0,0,21,3,2,CLIENT_00763,46,51,100.0,-100.0,0,0,0
TXN_0109594,459.99,1851.22,2311.21,3,23,6,3,CLIENT_04658,55,57,24.85,459.99,0,0,0
TXN_0103102,350.78,1121.7,770.93,2,16,3,3,CLIENT_01140,36,44,31.27,-350.7700000000001,0,0,0
TXN_0112083,68.27,2601.97,2533.71,0,17,10,0,CLIENT_02915,19,52,2.62,-68.25999999999976,0,0,0
TXN_0100517,1018.94,2857.03,1838.09,1,14,8,6,CLIENT_04367,60,37,35.66,-1018.9400000000003,0,0,0
TXN_0115181,415.96,3903.83,3487.87,1,23,5,5,CLIENT_00635,51,48,10.66,-415.96000000000004,0,0,0
TXN_0106202,222.24,1194.02,1003.8,0,5,11,2,CLIENT_02648,63,46,18.61,-190.22000000000003,0,1,0
TXN_0109883,47.85,1769.84,1721.99,0,11,9,2,CLIENT_01566,51,43,2.7,-47.84999999999991,0,0,0
TXN_0110302,137.84,2915.03,2777.19,1,18,8,2,CLIENT_02994,20,57,4.73,-137.84000000000015,0,0,0
TXN_0112567,428.91,2061.33,2490.24,3,11,3,1,CLIENT_02787,64,50,20.81,428.90999999999985,0,0,0
TXN_0109195,683.11,683.11,0.0,1,21,11,2,CLIENT_02544,18,49,100.0,-683.11,0,0,0
TXN_0110903,470.27,760.12,289.84,0,15,9,3,CLIENT_00488,53,50,61.87,-470.28000000000003,0,0,0
TXN_0110612,626.85,626.85,0.0,1,6,4,5,CLIENT_03155,42,58,100.0,-626.85,0,0,0
TXN_0104750,27.41,2006.04,1978.62,0,15,5,2,CLIENT_03317,61,57,1.37,-27.420000000000073,0,0,0
TXN_0117711,28.77,896.18,867.42,0,16,4,2,CLIENT_04995,35,51,3.21,-28.75999999999999,0,0,0
TXN_0118150,109.97,1216.38,1106.41,0,18,7,1,CLIENT_02978,66,49,9.04,-109.97000000000003,0,0,0
TXN_0110159,193.89,3074.16,2890.08,1,18,8,1,CLIENT_00661,42,50,6.31,-184.07999999999993,0,0,0
TXN_0115098,100.0,100.0,0.0,1,6,3,4,CLIENT_02052,30,49,100.0,-100.0,0,0,0
TXN_0108206,770.89,2874.39,2103.5,1,14,2,6,CLIENT_00224,61,43,26.82,-770.8899999999999,0,0,0
TXN_0114660,0.51,1248.95,1248.31,0,10,8,5,CLIENT_04751,63,52,0.04,-0.6400000000001,0,0,0
TXN_0119266,581.99,3336.71,2754.72,1,14,3,6,CLIENT_02556,65,56,17.44,-581.9900000000002,0,0,0
TXN_0109809,394.14,1101.74,707.6,2,15,3,4,CLIENT_03999,49,40,35.77,-394.14,0,0,0
TXN_0106925,226.46,1285.47,1059.01,0,15,10,2,CLIENT_01621,63,44,17.62,-226.46000000000004,0,0,0
TXN_0112299,642.51,1766.88,1124.37,0,9,12,2,CLIENT_01712,55,46,36.36,-642.5100000000002,0,0,0
TXN_0103107,203.19,1033.39,830.2,0,19,12,0,CLIENT_04925,22,65,19.66,-203.19000000000005,0,0,0
TXN_0102006,307.74,1612.73,1304.99,1,18,8,3,CLIENT_03990,26,48,19.08,-307.74,0,0,0
TXN_0114354,438.97,438.97,0.0,1,19,1,1,CLIENT_03875,57,58,100.0,-438.97,0,0,0
TXN_0111866,1053.62,1761.73,2815.35,3,10,2,4,CLIENT_00121,35,48,59.81,1053.62,0,0,0
TXN_0102733,33.01,1837.4,1804.4,0,5,8,2,CLIENT_02491,55,52,1.8,-33.0,0,1,0
TXN_0112167,79.14,1593.22,1514.08,2,13,8,6,CLIENT_00662,33,57,4.97,-79.1400000000001,0,0,0
TXN_0117697,226.38,1508.62,1282.24,2,8,1,6,CLIENT_04084,29,39,15.01,-226.37999999999988,0,0,0
TXN_0101693,313.03,887.97,574.94,2,9,4,1,CLIENT_00825,59,41,35.25,-313.03,0,0,0
TXN_0116431,37.22,1047.98,1010.76,0,13,6,4,CLIENT_03886,51,43,3.55,-37.22000000000003,0,0,0
TXN_0111505,77.05,667.47,590.42,0,9,7,6,CLIENT_02148,61,59,11.54,-77.05000000000007,0,0,0
TXN_0104385,594.75,644.09,49.34,2,11,7,5,CLIENT_04319,49,51,92.34,-594.75,0,0,0
TXN_0116852,43.68,2852.49,2808.81,0,18,5,5,CLIENT_03367,33,38,1.53,-43.679999999999836,0,0,0
TXN_0110978,788.6,788.6,0.0,1,17,1,6,CLIENT_00809,46,46,100.0,-788.6,0,0,0
TXN_0109384,177.84,434.65,256.8,2,18,3,3,CLIENT_00911,69,50,40.92,-177.84999999999997,0,0,0
TXN_0103289,181.81,498.58,316.77,0,5,6,0,CLIENT_01545,59,53,36.47,-181.81,0,1,0
TXN_0117374,106.0,552.61,446.61,0,18,3,3,CLIENT_02286,66,50,19.18,-106.0,0,0,0
TXN_0102499,91.82,1256.39,1164.56,2,19,9,5,CLIENT_03160,23,54,7.31,-91.83000000000015,0,0,0
TXN_0115966,1210.84,1210.84,0.0,1,12,5,4,CLIENT_04024,27,51,100.0,-1210.84,0,0,0
TXN_0115575,12.66,582.99,570.33,1,18,4,4,CLIENT_04254,34,50,2.17,-12.659999999999968,0,0,0
TXN_0119238,159.98,647.13,487.16,0,14,9,1,CLIENT_00719,69,53,24.72,-159.96999999999997,0,0,0
TXN_0116125,8.37,707.89,699.52,0,14,5,6,CLIENT_01317,26,44,1.18,-8.370000000000005,0,0,0
TXN_0107983,741.62,1551.05,737.66,2,14,8,4,CLIENT_03011,45,46,47.81,-813.39,0,0,0
TXN_0113201,97.08,100.0,2.92,0,13,8,1,CLIENT_03332,68,52,97.08,-97.08,0,0,0
TXN_0115012,202.91,3324.69,3527.6,3,15,3,1,CLIENT_01083,28,42,6.1,202.90999999999985,0,0,0
TXN_0115794,48.47,752.52,704.05,0,10,12,5,CLIENT_01376,33,56,6.44,-48.47000000000003,0,0,0
TXN_0110062,118.95,425.28,306.33,0,12,3,5,CLIENT_00776,32,51,27.97,-118.94999999999999,0,0,0
TXN_0117192,215.31,550.22,334.91,2,18,8,4,CLIENT_04923,27,50,39.13,-215.31,0,0,0
TXN_0102574,100.0,100.0,0.0,0,12,5,3,CLIENT_02996,19,36,100.0,-100.0,0,0,0
TXN_0115613,77.11,2503.57,2426.45,0,16,4,0,CLIENT_03025,38,47,3.08,-77.12000000000035,0,0,0
TXN_0114335,566.91,7376.46,6809.56,0,12,3,3,CLIENT_00013,20,58,7.69,-566.8999999999996,0,0,0
TXN_0104220,960.05,3379.11,4339.16,3,12,4,1,CLIENT_02588,55,50,28.41,960.0499999999997,0,0,0
TXN_0112694,377.26,1244.1,866.84,1,13,5,6,CLIENT_01844,55,43,30.32,-377.2599999999999,0,0,0
TXN_0117096,769.72,910.53,1680.25,3,14,7,1,CLIENT_02547,20,55,84.54,769.72,0,0,0
TXN_0114585,5.46,1615.6,1610.14,1,23,2,4,CLIENT_02810,47,53,0.34,-5.459999999999809,0,0,0
TXN_0116993,50.4,377.74,327.34,2,11,2,3,CLIENT_02833,21,47,13.34,-50.400000000000034,0,0,0
TXN_0113102,584.71,584.71,0.0,2,8,4,1,CLIENT_04039,35,58,100.0,-584.71,0,0,0
TXN_0109239,460.17,1547.73,1087.56,2,21,1,1,CLIENT_00106,46,45,29.73,-460.1700000000001,0,0,0
TXN_0113143,55.73,489.76,434.03,0,20,4,6,CLIENT_01164,23,55,11.38,-55.73000000000002,0,0,0
TXN_0114750,246.27,246.27,0.0,0,17,12,6,CLIENT_03949,52,44,100.0,-246.27,0,0,0
TXN_0104089,204.58,963.47,758.89,2,13,12,1,CLIENT_03977,42,46,21.23,-204.58000000000004,0,0,0
TXN_0109515,306.38,3717.11,3365.38,1,15,8,3,CLIENT_02461,18,46,8.24,-351.73,0,0,0
TXN_0117834,78.21,1540.28,1461.11,0,9,1,3,CLIENT_03127,35,47,5.08,-79.17000000000007,0,0,0
TXN_0108341,438.32,1668.19,2106.51,3,14,1,4,CLIENT_03547,43,47,26.28,438.32000000000016,0,0,0
TXN_0112469,104.11,494.23,390.12,0,17,3,6,CLIENT_01739,32,51,21.07,-104.11000000000001,0,0,0
TXN_0107316,379.78,1263.18,883.41,0,10,2,0,CLIENT_02408,64,54,30.07,-379.7700000000001,0,0,0
TXN_0103601,475.73,1530.7,1054.97,0,9,6,4,CLIENT_02474,62,52,31.08,-475.73,0,0,0
TXN_0107997,2.32,495.69,493.37,0,11,10,0,CLIENT_03851,29,52,0.47,-2.319999999999993,0,0,0
TXN_0118299,73.32,2254.94,2181.62,0,10,7,2,CLIENT_02915,36,43,3.25,-73.32000000000016,0,0,0
TXN_0116386,215.5,757.12,972.63,3,8,6,4,CLIENT_04995,55,42,28.46,215.51,0,0,0
TXN_0108268,227.15,2328.41,2555.56,3,9,4,3,CLIENT_00646,67,55,9.76,227.1500000000001,0,0,0
TXN_0112285,421.52,1930.7,1509.18,1,9,4,4,CLIENT_02743,43,32,21.83,-421.52,0,0,0
TXN_0102923,143.8,428.12,284.31,2,13,7,2,CLIENT_01806,26,49,33.59,-143.81,0,0,0
TXN_0114297,837.9,4050.92,3225.27,1,20,12,1,CLIENT_01621,43,50,20.68,-825.6500000000001,0,0,0
TXN_0101064,826.08,1542.58,716.5,1,10,5,5,CLIENT_00105,48,49,53.55,-826.0799999999999,0,0,0
TXN_0116435,13.77,1644.0,1630.24,0,13,12,3,CLIENT_04902,68,49,0.84,-13.759999999999991,0,0,0
TXN_0113315,100.0,100.0,0.0,0,11,6,2,CLIENT_01538,67,48,100.0,-100.0,0,0,0
TXN_0108522,42.4,3401.71,3359.31,1,15,12,2,CLIENT_00557,27,54,1.25,-42.40000000000009,0,0,0
TXN_0101771,500.35,500.35,0.0,1,14,6,4,CLIENT_02935,23,57,100.0,-500.35,0,0,0
TXN_0100332,52.81,754.3,701.49,0,15,1,1,CLIENT_02687,25,62,7.0,-52.809999999999945,0,0,0
TXN_0103989,218.74,839.7,620.96,1,14,12,2,CLIENT_04017,52,47,26.05,-218.74,0,0,0
TXN_0109115,451.1,1089.94,638.84,2,17,8,0,CLIENT_00315,60,55,41.39,-451.1,0,0,0
TXN_0113925,375.28,1259.57,884.29,1,13,8,0,CLIENT_03371,51,59,29.79,-375.28,0,0,0
TXN_0103865,169.45,890.05,720.61,0,9,1,4,CLIENT_01026,64,53,19.04,-169.43999999999994,0,0,0
TXN_0108687,226.83,1040.72,813.89,0,13,4,0,CLIENT_02347,61,53,21.8,-226.83000000000004,0,0,0
TXN_0105589,184.51,1620.34,1435.83,2,14,6,5,CLIENT_01080,53,47,11.39,-184.51,0,0,0
TXN_ANOM_0200057,2868.62,2868.62,0.0,0,12,2,4,CLIENT_05901,18,45,100.0,-2868.62,0,0,0
TXN_0105631,508.32,508.32,0.0,0,14,8,6,CLIENT_00406,53,48,100.0,-508.32,0,0,0
TXN_ANOM_0200220,968.32,1019.29,50.96,2,3,12,6,CLIENT_05807,19,44,95.0,-968.3299999999999,0,1,0
TXN_0114777,522.31,3700.17,3177.86,0,8,3,3,CLIENT_01866,20,40,14.12,-522.31,0,0,0
TXN_0107834,56.38,1784.35,1727.97,0,4,9,5,CLIENT_00909,48,40,3.16,-56.37999999999988,0,1,0
TXN_0115276,532.14,1875.23,1382.62,0,11,9,5,CLIENT_02943,52,39,28.38,-492.6100000000001,0,0,0
TXN_0102299,427.25,3783.67,3356.42,1,23,1,5,CLIENT_03469,31,49,11.29,-427.25,0,0,0
TXN_0104467,167.57,1915.77,1748.2,1,20,3,3,CLIENT_03639,34,41,8.75,-167.56999999999994,0,0,0
TXN_0108255,53.36,100.0,46.64,0,9,12,3,CLIENT_03005,53,54,53.36,-53.36,0,0,0
TXN_0111843,100.0,100.0,0.0,1,12,10,1,CLIENT_02388,64,53,100.0,-100.0,0,0,0
TXN_0104246,92.44,2413.12,2320.68,0,19,7,5,CLIENT_04944,68,46,3.83,-92.44000000000005,0,0,0
TXN_0114485,168.41,691.62,523.21,2,15,9,0,CLIENT_02438,69,45,24.35,-168.40999999999997,0,0,0
TXN_0108354,358.04,436.19,78.15,1,12,4,3,CLIENT_04010,65,56,82.08,-358.03999999999996,0,0,0
TXN_0113203,125.99,1155.08,1029.09,1,10,8,2,CLIENT_00938,53,43,10.91,-125.99000000000001,0,0,0
TXN_0110755,254.4,3029.46,2775.06,0,17,4,1,CLIENT_02700,41,51,8.4,-254.4000000000001,0,0,0
TXN_0101683,280.96,1238.35,957.39,1,15,11,4,CLIENT_02839,43,48,22.69,-280.9599999999999,0,0,0
TXN_0115689,100.0,100.0,0.0,1,14,5,3,CLIENT_02176,69,54,100.0,-100.0,0,0,0
TXN_ANOM_0200160,1084.0,1084.0,0.0,0,2,1,5,CLIENT_05065,64,42,100.0,-1084.0,0,1,0
TXN_0117788,52.26,968.62,916.37,2,12,6,1,CLIENT_00841,57,52,5.4,-52.25,0,0,0
TXN_0115610,175.59,3532.99,3357.4,0,4,2,4,CLIENT_00438,69,48,4.97,-175.5899999999997,0,1,0
TXN_0112200,2813.36,357.18,3322.56,3,12,10,4,CLIENT_02169,51,54,787.66,2965.38,0,0,0
TXN_0100578,301.43,1477.62,1176.19,1,16,1,6,CLIENT_03293,23,43,20.4,-301.42999999999984,0,0,0
TXN_0109656,66.29,414.19,347.9,0,17,4,2,CLIENT_00368,32,51,16.0,-66.29000000000002,0,0,0
TXN_0100334,820.81,1974.99,1154.18,2,19,2,4,CLIENT_03074,60,47,41.56,-820.81,0,0,0
TXN_0114710,142.96,938.92,795.96,1,21,12,6,CLIENT_04962,55,44,15.23,-142.95999999999992,0,0,0
TXN_0117519,513.93,6074.78,5560.86,2,12,11,4,CLIENT_00379,44,45,8.46,-513.9200000000001,0,0,0
TXN_0109748,634.95,987.25,343.01,2,13,5,5,CLIENT_04172,64,58,64.32,-644.24,0,0,0
TXN_0104585,298.77,880.69,607.23,1,10,3,3,CLIENT_03969,67,51,33.92,-273.46000000000004,0,0,0
TXN_0116703,383.44,1078.24,694.8,0,10,4,5,CLIENT_01198,51,44,35.56,-383.44000000000005,0,0,0
TXN_0114657,356.49,498.61,142.13,0,11,2,1,CLIENT_02838,21,46,71.5,-356.48,0,0,0
TXN_0110656,36.42,964.22,927.8,0,14,2,5,CLIENT_04047,25,43,3.78,-36.42000000000007,0,0,0
TXN_0109109,595.46,595.46,0.0,2,15,8,6,CLIENT_00386,44,49,100.0,-595.46,0,0,0
TXN_0100676,387.09,1394.37,1007.27,0,10,11,1,CLIENT_01445,59,53,27.76,-387.0999999999999,0,0,0
TXN_0114381,697.28,1722.49,1029.39,2,10,8,4,CLIENT_03845,50,43,40.48,-693.0999999999999,0,0,0
TXN_0112419,19.7,1728.06,1708.36,2,14,10,1,CLIENT_03507,59,43,1.14,-19.700000000000045,0,0,0
TXN_0109862,121.74,983.51,861.77,0,12,7,6,CLIENT_04210,20,61,12.38,-121.74000000000001,0,0,0
TXN_0100782,341.87,860.19,518.31,2,16,5,2,CLIENT_01514,66,48,39.74,-341.8800000000001,0,0,0
TXN_0113256,396.77,832.19,435.42,0,13,11,5,CLIENT_03091,60,48,47.68,-396.77000000000004,0,0,0
TXN_0106298,338.28,1776.19,1437.91,0,11,6,1,CLIENT_03142,66,54,19.05,-338.28,0,0,0
TXN_0106062,56.88,1646.9,1586.56,1,8,12,6,CLIENT_01284,32,34,3.45,-60.340000000000146,0,0,0
TXN_0101796,33.04,100.0,66.96,0,12,3,4,CLIENT_01436,67,43,33.04,-33.040000000000006,0,0,0
TXN_0113556,323.88,1182.44,793.17,1,11,2,4,CLIENT_00249,48,53,27.39,-389.2700000000001,0,0,0
TXN_0105219,304.39,895.73,591.33,0,14,5,0,CLIENT_04945,32,53,33.98,-304.4,0,0,0
TXN_0109680,346.22,629.39,283.17,2,13,1,3,CLIENT_03005,35,56,55.01,-346.21999999999997,0,0,0
TXN_0111736,81.36,630.19,548.82,2,10,12,4,CLIENT_04467,25,42,12.91,-81.37,0,0,0
TXN_0115697,254.55,809.02,554.47,2,3,5,6,CLIENT_02416,52,51,31.46,-254.54999999999995,0,1,0
TXN_0113681,580.14,2196.23,1616.1,1,9,10,6,CLIENT_04545,36,56,26.42,-580.1300000000001,0,0,0
TXN_0115550,291.13,2097.68,1806.55,0,11,2,1,CLIENT_04690,47,51,13.88,-291.1299999999999,0,0,0
TXN_0117792,275.81,5163.78,4887.97,0,13,7,4,CLIENT_00837,52,51,5.34,-275.8099999999995,0,0,0
TXN_0103166,830.84,830.84,0.0,1,10,8,1,CLIENT_02568,45,52,100.0,-830.84,0,0,0
TXN_0104061,553.88,741.19,187.3,2,13,6,3,CLIENT_00121,60,53,74.73,-553.8900000000001,0,0,0
TXN_0109418,179.57,2480.62,2301.06,0,16,7,3,CLIENT_01891,23,47,7.24,-179.55999999999995,0,0,0
TXN_0110004,409.09,1508.83,1099.74,1,14,9,6,CLIENT_03340,35,37,27.11,-409.0899999999999,0,0,0
TXN_0107030,353.44,353.44,0.0,1,12,7,2,CLIENT_00979,57,52,100.0,-353.44,0,0,0
TXN_0110184,3.64,1862.68,1859.04,0,18,4,2,CLIENT_01676,56,44,0.2,-3.6400000000001,0,0,0
TXN_0102836,198.24,1969.06,1770.82,0,20,1,4,CLIENT_02755,36,55,10.07,-198.24,0,0,0
TXN_ANOM_0200105,1.83,567.38,565.55,0,1,10,4,CLIENT_05575,47,207,0.32,-1.830000000000041,0,1,0
TXN_0107306,327.3,603.33,276.03,0,14,5,4,CLIENT_02348,56,54,54.25,-327.30000000000007,0,0,0
TXN_0101955,63.34,6744.72,6681.39,2,9,9,3,CLIENT_04629,60,55,0.94,-63.32999999999993,0,0,0
TXN_0113696,148.29,335.34,187.05,1,13,4,6,CLIENT_00119,27,55,44.22,-148.28999999999996,0,0,0
TXN_0116520,67.81,4386.93,4319.12,0,14,8,1,CLIENT_02011,68,43,1.55,-67.8100000000004,0,0,0
TXN_0114372,231.42,899.23,667.81,0,4,3,4,CLIENT_04957,22,49,25.74,-231.42000000000007,0,1,0
TXN_0113729,1273.04,1871.55,598.51,2,13,8,5,CLIENT_00546,52,46,68.02,-1273.04,0,0,0
TXN_0113173,18.31,3016.94,2998.63,0,15,12,6,CLIENT_04836,62,47,0.61,-18.309999999999945,0,0,0
TXN_0119098,487.31,487.31,0.0,1,12,6,0,CLIENT_03422,29,52,100.0,-487.31,0,0,0
TXN_0109812,100.0,100.0,0.0,1,20,3,5,CLIENT_01897,45,56,100.0,-100.0,0,0,0
TXN_0100533,2474.73,1702.28,4177.02,3,9,12,1,CLIENT_04208,61,47,145.38,2474.7400000000007,0,0,0
TXN_0113647,1378.75,1488.54,109.79,1,16,10,5,CLIENT_00618,64,50,92.62,-1378.75,0,0,0
TXN_0100469,100.0,100.0,0.0,2,9,1,4,CLIENT_00180,19,45,100.0,-100.0,0,0,0
TXN_0118936,153.56,1718.04,1564.48,0,12,2,2,CLIENT_01758,63,38,8.94,-153.55999999999995,0,0,0
TXN_0109489,90.29,471.98,381.69,1,16,3,6,CLIENT_02698,25,53,19.13,-90.29000000000002,0,0,0
TXN_0105916,131.16,184.39,53.23,0,10,7,6,CLIENT_02097,32,52,71.13,-131.16,0,0,0
TXN_0103761,307.23,3351.35,3044.13,0,14,6,2,CLIENT_00768,61,42,9.17,-307.2199999999998,0,0,0
TXN_0105478,233.31,380.7,147.4,0,16,2,1,CLIENT_01624,69,55,61.28,-233.29999999999998,0,0,0
TXN_0105805,24.92,1714.89,1689.97,0,3,11,4,CLIENT_00245,57,46,1.45,-24.920000000000073,0,1,0
TXN_0110084,202.92,552.94,763.42,3,18,2,6,CLIENT_02932,22,56,36.7,210.4799999999999,0,0,0
TXN_0113494,320.03,2048.58,1728.55,2,8,10,6,CLIENT_01677,18,41,15.62,-320.03,0,0,0
TXN_0105514,100.0,100.0,0.0,1,15,10,0,CLIENT_03976,44,45,100.0,-100.0,0,0,0
TXN_0101266,438.63,724.28,285.65,2,15,2,4,CLIENT_01996,34,40,60.56,-438.63,0,0,0
TXN_0105864,124.85,718.12,576.77,1,12,9,3,CLIENT_03639,43,49,17.39,-141.35000000000002,0,0,0
TXN_0115865,51.66,4605.35,4553.68,1,9,10,0,CLIENT_02269,37,58,1.12,-51.67000000000007,0,0,0
TXN_0112892,9.87,354.55,344.67,0,12,9,3,CLIENT_04945,50,48,2.78,-9.879999999999995,0,0,0
TXN_0105742,127.79,2929.13,2801.35,2,18,9,2,CLIENT_02940,22,47,4.36,-127.7800000000002,0,0,0
TXN_0113653,14.35,2089.41,2075.07,0,16,9,1,CLIENT_03707,65,46,0.69,-14.33999999999969,0,0,0
TXN_0103780,20.52,246.05,225.53,2,6,3,3,CLIENT_04806,55,49,8.34,-20.52000000000001,0,0,0
TXN_0112574,337.15,676.0,338.86,1,12,12,4,CLIENT_03164,52,64,49.87,-337.14,0,0,0
TXN_0115733,1.56,100.0,98.44,0,18,5,4,CLIENT_01508,25,55,1.56,-1.5600000000000023,0,0,0
TXN_0108985,449.43,449.43,0.0,2,10,12,6,CLIENT_03831,69,44,100.0,-449.43,0,0,0
TXN_0114535,38.69,935.44,896.75,0,11,4,4,CLIENT_04133,28,58,4.14,-38.690000000000055,0,0,0
TXN_0114107,485.6,1001.66,516.07,0,12,8,3,CLIENT_01608,35,52,48.48,-485.5899999999999,0,0,0
TXN_0110206,19.81,1688.02,1668.2,2,9,8,0,CLIENT_00555,69,56,1.17,-19.819999999999936,0,0,0
TXN_ANOM_0200372,0.27,1381.96,1382.23,3,17,7,6,CLIENT_05887,41,173,0.02,0.2699999999999818,0,0,0
TXN_0111811,80.3,100.0,19.7,2,19,12,5,CLIENT_03153,19,59,80.3,-80.3,0,0,0
TXN_0101566,486.8,1168.19,681.38,2,8,10,6,CLIENT_01094,29,46,41.67,-486.81000000000006,0,0,0
TXN_0111276,7.94,1032.49,1024.55,0,13,1,1,CLIENT_00435,25,55,0.77,-7.940000000000055,0,0,0
TXN_0107752,84.35,2173.85,2089.5,2,13,7,5,CLIENT_04287,52,45,3.88,-84.34999999999991,0,0,0
TXN_0105857,127.74,4864.35,4736.61,0,13,1,1,CLIENT_03511,30,66,2.63,-127.74000000000069,0,0,0
TXN_0104514,583.2,1244.29,1827.49,3,19,8,3,CLIENT_04993,40,41,46.87,583.2,0,0,0
TXN_0107655,389.14,817.05,427.91,2,14,7,2,CLIENT_04098,59,54,47.63,-389.13999999999993,0,0,0
TXN_0112025,96.51,1860.81,1764.31,2,19,5,3,CLIENT_03485,64,55,5.19,-96.5,0,0,0
TXN_0105908,648.6,764.57,115.97,0,15,9,4,CLIENT_00606,23,46,84.83,-648.6,0,0,0
TXN_0119144,100.0,100.0,0.0,0,17,5,4,CLIENT_04249,27,52,100.0,-100.0,0,0,0
TXN_0101544,933.48,2302.6,1369.11,2,11,8,1,CLIENT_03142,47,41,40.54,-933.49,0,0,0
TXN_0111416,115.67,370.09,254.43,0,17,3,6,CLIENT_04656,54,53,31.25,-115.65999999999997,0,0,0
TXN_0108845,47.91,523.58,475.67,2,17,3,5,CLIENT_01079,63,47,9.15,-47.910000000000025,0,0,0
TXN_0102604,36.73,2882.43,2845.7,0,13,6,2,CLIENT_01404,47,45,1.27,-36.73000000000002,0,0,0
TXN_0109150,1075.3,1895.67,2970.97,3,17,6,4,CLIENT_04866,41,57,56.72,1075.2999999999997,0,0,0
TXN_0115640,130.4,130.4,0.0,1,20,5,6,CLIENT_00783,55,48,100.0,-130.4,0,0,0
TXN_0114656,100.0,100.0,0.0,2,11,10,0,CLIENT_01852,20,44,100.0,-100.0,0,0,0
TXN_0105764,10.77,629.42,618.65,0,21,12,3,CLIENT_03263,22,49,1.71,-10.769999999999982,0,0,0
TXN_0101281,658.89,978.95,193.3,0,12,7,1,CLIENT_01038,68,46,67.31,-785.6500000000001,0,0,0
TXN_0116004,387.68,1214.89,827.21,0,15,8,6,CLIENT_02974,41,42,31.91,-387.68000000000006,0,0,0
TXN_0107775,129.92,1623.52,1493.6,0,12,6,6,CLIENT_02340,22,60,8.0,-129.92000000000007,0,0,0
TXN_0108889,170.58,618.9,448.32,1,8,8,5,CLIENT_02477,31,46,27.56,-170.57999999999998,0,0,0
TXN_0102471,4108.39,469.68,4578.07,3,17,6,5,CLIENT_00861,49,53,874.72,4108.389999999999,0,0,0
TXN_0119304,839.26,1718.87,2558.13,3,13,9,1,CLIENT_04094,24,62,48.83,839.2600000000002,0,0,0
TXN_0113814,50.01,3422.59,3372.58,0,7,9,4,CLIENT_03002,45,62,1.46,-50.01000000000022,0,0,0
TXN_0118813,896.0,1321.19,425.19,1,14,2,5,CLIENT_00827,47,61,67.82,-896.0,0,0,0
TXN_0113227,4.98,1074.62,1069.64,2,18,12,3,CLIENT_02757,60,44,0.46,-4.979999999999791,0,0,0
TXN_0117290,591.2,591.2,0.0,1,14,12,2,CLIENT_03859,61,47,100.0,-591.2,0,0,0
TXN_0117042,212.86,2812.3,2599.43,1,20,2,2,CLIENT_04010,20,50,7.57,-212.87000000000035,0,0,0
TXN_0106181,402.51,1782.88,1380.37,1,17,5,2,CLIENT_00880,18,59,22.58,-402.5100000000002,0,0,0
TXN_ANOM_0200125,527.39,555.15,1082.53,3,18,8,0,CLIENT_05872,80,36,95.0,527.38,0,0,0
TXN_0111775,845.9,2117.15,1244.82,1,19,8,2,CLIENT_00996,55,55,39.95,-872.3300000000002,0,0,0
TXN_0106329,2736.31,100.0,2836.31,3,17,12,4,CLIENT_01886,62,50,2736.31,2736.31,0,0,0
TXN_0104126,100.0,100.0,0.0,2,11,7,3,CLIENT_04977,31,49,100.0,-100.0,0,0,0
TXN_0114851,474.69,722.53,285.42,1,18,3,0,CLIENT_01454,20,43,65.7,-437.10999999999996,0,0,0
TXN_0117190,216.54,286.1,69.56,1,21,12,2,CLIENT_03923,34,50,75.69,-216.54000000000002,0,0,0
