study_hours_per_week,lecture_attendance,homework_avg,midterm_score,practice_solved,sleep_hours_per_night,days_before_exam,group_project_score,extra_consultations,motivation_level,exam_grade
15,55,4.51,96,39,9.2,8,64,4,2,5
26,45,8.8,37,14,5.2,7,100,8,1,5
23,42,5.3,44,94,8.9,20,86,10,0,5
31,80,6.490000000000001,93,6,6.5,12,45,9,2,5
21,82,7.8,77,38,5.1,21,74,9,1,5
22,60,5.5,49,50,8.6,28,15,10,0,5
33,52,8.14,20,98,8.6,28,54,2,2,5
22,57,9.2,82,6,10.0,27,29,8,0,5
36,97,8.6,98,11,8.7,30,92,10,0,5
33,93,5.7,48,13,4.9,16,40,8,1,4
31,99,5.5,85,33,5.9,16,66,0,2,5
13,63,5.0,94,38,6.7,10,16,1,1,5
19,66,5.4,72,72,4.8,22,25,2,0,4
22,93,6.5,38,63,8.7,22,72,3,0,5
14,43,5.9,85,96,7.2,7,80,4,0,5
22,61,3.9,71,11,9.7,4,100,4,1,5
9,63,4.1,50,33,7.5,24,63,9,0,5
8,79,5.940000000000001,79,26,7.1,2,94,10,2,5
24,84,6.9,87,21,4.4,9,57,4,0,4
33,49,7.1,49,17,4.9,15,94,2,1,4
12,41,6.4,32,45,9.1,22,74,5,0,5
23,79,9.02,34,43,9.9,14,85,3,2,5
23,45,9.02,39,17,6.5,12,2,8,2,5
26,87,6.0,53,36,8.9,17,27,1,1,5
23,57,3.9,39,6,7.8,17,95,10,0,5
29,56,6.7,69,67,9.8,13,3,0,1,5
30,77,6.2700000000000005,46,79,5.4,8,39,6,2,5
14,84,4.0,49,85,7.3,10,74,8,1,5
19,62,9.9,75,59,6.5,26,56,9,0,5
3,85,5.6,84,47,7.3,13,64,8,0,5
30,69,8.14,74,50,5.6,7,46,2,2,5
22,97,7.040000000000001,43,99,7.0,3,79,10,2,5
16,60,4.4,44,83,7.7,24,33,0,2,5
28,49,3.74,72,94,4.5,15,44,8,2,4
32,95,8.14,95,51,8.5,24,31,6,2,5
16,82,4.7,30,96,8.2,29,43,7,0,5
24,52,4.7,79,76,9.3,7,96,10,0,5
25,51,9.7,96,51,6.6,30,10,5,0,5
14,48,6.2,66,83,4.4,5,35,9,1,4
23,43,3.2,44,53,6.8,8,12,5,1,5
38,78,5.940000000000001,44,40,4.8,21,56,10,2,4
34,63,7.1,36,41,7.9,17,83,3,0,5
4,100,5.83,31,21,4.3,8,24,1,2,4
20,93,3.2,71,38,6.2,7,69,0,0,5
24,73,6.1,30,22,4.5,7,36,5,0,4
30,78,3.7,29,47,4.0,2,89,8,0,4
31,100,7.3,100,32,9.8,11,3,9,0,5
26,80,7.3,79,40,10.0,12,25,9,0,5
38,44,3.3,73,29,7.3,28,81,1,0,5
9,54,5.0,99,77,5.4,12,12,0,0,5
17,89,5.9,82,46,9.5,19,71,0,1,5
9,43,6.9,39,99,9.5,28,50,6,1,5
2,90,5.61,24,56,9.1,3,46,0,2,5
6,91,5.0,60,71,7.3,12,32,8,0,5
4,97,10.89,82,56,4.4,28,79,8,2,4
2,78,3.3,75,61,4.5,27,41,10,1,4
5,97,9.9,51,85,9.4,26,30,2,0,5
36,47,3.3,46,56,9.3,6,39,10,1,5
33,88,5.0,87,67,6.6,6,86,1,1,5
35,84,7.15,67,98,6.0,19,15,8,2,5
26,63,4.0,26,71,7.9,27,55,2,0,5
11,92,4.29,65,97,8.8,21,73,1,2,5
22,67,4.8,97,85,8.4,9,35,3,0,5
28,94,9.8,37,24,7.7,23,94,6,0,5
28,82,5.7,57,88,5.4,9,95,3,0,5
3,66,7.0,84,39,5.6,18,84,7,1,5
14,40,7.9,36,16,8.3,10,79,4,1,5
10,73,9.02,57,79,8.8,10,55,1,2,5
37,56,8.58,82,47,4.7,1,92,9,2,4
23,76,5.940000000000001,61,38,5.1,18,47,3,2,5
27,77,3.8,27,14,8.1,22,79,6,1,5
13,65,5.0,49,16,6.3,10,57,0,1,5
18,96,4.5,83,34,7.4,7,14,6,0,5
15,63,4.0,28,32,7.7,8,71,2,0,5
15,78,3.5200000000000005,76,17,8.7,11,14,6,2,5
35,99,9.6,78,29,8.8,22,20,2,0,5
21,60,9.4,86,86,5.7,6,63,7,0,5
12,69,3.4,94,36,7.2,19,84,3,1,5
17,86,4.2,24,6,4.7,9,6,0,1,3
32,90,4.0,23,73,9.1,11,51,0,1,5
7,87,5.5,27,79,9.1,2,18,3,2,5
20,96,4.4,61,27,5.8,11,85,8,1,5
38,52,10.56,54,86,5.0,30,45,4,2,5
5,76,3.6,32,97,4.4,5,37,4,0,4
5,42,4.5,24,17,7.4,19,12,2,0,4
21,71,3.6,59,46,4.5,17,89,4,0,4
11,74,9.9,38,22,8.1,18,43,6,0,5
25,58,9.4,23,19,8.1,22,21,2,1,5
36,53,8.0,78,30,7.7,14,70,4,0,5
27,87,6.0,37,13,9.3,10,34,2,1,5
38,61,4.3,43,22,6.3,17,2,0,0,5
39,56,4.6,50,1,9.4,11,98,5,0,5
22,98,6.1,77,28,4.2,2,15,2,1,4
22,43,9.240000000000002,47,49,4.7,10,44,1,2,4
11,84,4.9,28,72,6.5,21,15,2,1,5
39,79,5.720000000000001,64,58,7.6,1,65,4,2,5
5,58,7.2,68,32,4.2,30,80,4,1,4
21,76,5.170000000000001,21,47,7.4,14,37,8,2,5
18,41,7.8100000000000005,25,43,5.8,11,23,10,2,5
8,54,5.7,48,11,9.3,11,85,8,1,5
5,41,3.5200000000000005,45,82,7.2,10,49,1,2,5
30,50,5.8,47,41,7.5,20,86,10,1,5
15,84,10.340000000000002,26,83,9.7,21,82,5,2,5
4,62,5.1,53,100,8.6,5,56,8,0,5
25,49,5.3,75,94,6.6,5,55,8,0,5
38,42,3.5,29,34,6.9,14,85,10,0,5
17,44,7.3,76,40,7.9,26,80,5,1,5
5,42,9.790000000000001,66,84,5.2,25,65,0,2,5
25,77,5.5,46,54,4.5,25,77,0,0,4
35,52,4.7,58,12,5.9,5,91,8,1,5
31,81,9.7,41,38,8.7,6,76,2,1,5
19,58,9.02,38,90,5.5,24,80,4,2,5
20,79,7.0,28,88,4.8,16,72,5,1,4
32,89,5.1,38,65,5.3,28,61,0,1,5
20,74,4.95,21,34,8.1,23,13,0,2,5
20,63,8.0,80,71,7.7,15,65,3,0,5
23,63,7.370000000000001,78,32,8.1,6,59,5,2,5
25,56,6.6,89,88,5.9,20,20,7,0,5
13,79,3.5,90,84,9.4,16,34,6,0,5
31,49,6.6,89,35,6.7,19,29,1,0,5
39,41,8.8,52,12,7.1,20,80,3,0,5
32,83,9.6,97,55,9.7,13,38,4,1,5
37,62,3.7,84,45,9.9,19,24,7,0,5
20,45,7.4,44,72,8.0,13,43,6,1,5
37,41,7.700000000000001,89,98,9.7,8,58,3,2,5
31,60,9.2,47,45,7.2,6,98,7,0,5
34,94,8.3,37,99,5.8,22,5,10,0,5
19,95,9.8,82,43,5.9,17,2,7,0,5
29,74,9.7,68,45,7.4,5,35,3,0,5
12,88,4.6,85,73,7.6,8,0,10,0,5
34,68,8.91,59,68,6.6,27,33,1,2,5
18,46,6.7,85,30,9.3,29,64,2,0,5
7,68,4.95,99,23,6.6,18,25,4,2,5
5,92,4.840000000000001,23,31,5.6,30,17,0,2,5
21,76,3.9600000000000004,53,66,4.0,19,35,4,2,4
28,62,8.6,24,15,9.8,12,5,3,1,5
16,72,5.3,41,56,8.9,25,74,4,1,5
7,47,9.0,39,83,7.7,12,43,0,0,5
15,51,8.030000000000001,66,23,9.0,13,39,9,2,5
12,85,8.47,96,33,8.9,4,29,6,2,5
10,87,5.0,53,51,9.6,27,77,9,0,5
27,49,6.2,63,47,6.3,10,73,8,0,5
17,54,6.490000000000001,25,86,7.3,16,30,4,2,5
6,92,4.6,75,52,4.6,28,57,2,1,4
11,63,9.680000000000001,48,54,9.8,5,54,8,2,5
4,65,7.4,72,37,9.9,28,35,5,0,5
14,86,3.63,20,1,8.7,12,78,5,2,5
31,81,8.7,78,68,6.7,16,29,9,0,5
7,92,3.7,67,81,7.0,27,47,9,1,5
18,99,6.38,26,52,6.6,23,77,2,2,5
20,78,7.0,51,49,5.8,29,86,0,0,5
36,97,3.4100000000000006,97,28,7.2,15,16,3,2,5
27,42,7.6,80,73,4.3,21,26,3,1,4
6,41,8.36,76,54,10.0,2,62,2,2,5
30,45,7.6,70,60,6.5,23,76,10,0,5
38,60,4.1,38,49,9.6,16,13,4,0,5
21,48,5.28,46,15,8.3,11,25,8,2,5
22,49,5.170000000000001,82,86,5.7,22,42,8,2,5
11,75,9.7,79,93,5.3,27,74,7,0,5
6,98,3.5,80,69,10.0,9,0,9,0,5
37,42,6.6000000000000005,80,43,8.6,2,23,5,2,5
7,80,9.1,64,99,5.5,18,19,3,1,5
27,63,8.4,40,83,4.4,13,71,1,0,4
5,61,8.8,63,15,8.2,13,7,9,1,5
36,88,9.8,20,27,5.8,8,29,2,1,5
2,53,5.7,63,56,5.3,10,17,8,1,5
25,81,5.2,81,25,8.4,27,76,0,0,5
37,84,3.2,80,85,8.1,17,99,6,1,5
7,83,4.51,98,10,6.9,24,82,9,2,5
32,66,7.590000000000001,98,0,9.7,21,12,5,2,5
21,72,4.51,69,68,8.1,1,47,1,2,5
25,99,8.2,94,42,9.4,16,59,4,0,5
26,61,3.3,60,45,5.1,26,25,1,1,5
37,68,5.28,52,35,5.8,11,8,8,2,5
22,58,7.9,31,65,4.6,1,97,4,1,4
31,58,4.8,21,56,5.8,6,52,5,0,5
25,45,8.91,40,5,9.8,12,94,3,2,5
31,84,10.0,33,61,9.8,16,70,0,0,5
23,58,8.6,53,26,8.6,26,8,2,1,5
29,52,5.4,98,25,7.1,11,25,4,1,5
8,98,9.3,83,98,8.7,18,32,2,0,5
36,65,3.4,42,12,7.3,2,32,7,1,5
29,61,8.1,69,75,4.0,17,51,1,1,4
15,60,3.2,33,17,7.0,17,39,1,1,5
11,75,4.2,95,37,7.6,20,3,0,1,5
17,95,9.9,65,5,5.6,21,27,0,0,5
17,41,5.5,24,91,5.2,4,53,3,0,5
32,86,8.7,85,27,5.6,6,67,7,1,5
26,83,5.6,41,88,7.7,24,97,7,1,5
14,69,8.9,89,4,4.9,27,48,7,0,4
7,66,10.780000000000001,21,58,8.3,15,5,10,2,5
10,46,6.6000000000000005,48,78,6.5,11,32,0,2,5
37,59,6.9,80,72,6.1,18,4,0,1,5
21,89,7.4,90,44,8.8,17,82,6,1,5
19,70,10.450000000000001,35,52,7.0,2,17,6,2,5
22,62,5.28,83,1,6.3,13,2,9,2,5
5,52,7.3,33,48,9.3,26,97,4,0,5
34,56,5.3,62,72,6.2,30,1,7,1,5
28,43,4.5,95,89,9.2,27,64,5,0,5
8,96,3.6,62,86,7.0,6,34,0,1,5
7,53,7.3,89,62,5.2,11,50,6,1,5
16,59,9.2,74,91,7.7,30,67,7,0,5
19,99,5.5,95,69,5.7,20,34,7,1,5
33,52,7.590000000000001,50,57,4.9,7,71,9,2,4
12,42,8.25,95,3,4.5,30,43,8,2,4
21,65,5.9,93,29,5.5,18,28,2,0,5
25,65,10.230000000000002,59,56,8.4,17,35,1,2,5
16,57,5.5,46,46,9.0,13,77,7,1,5
8,71,3.9,71,17,9.2,21,41,10,0,5
22,53,4.4,26,93,5.6,14,93,3,2,5
27,86,9.2,65,90,8.0,9,6,1,0,5
15,42,9.9,52,94,5.4,13,12,1,0,5
38,40,5.0,27,43,7.7,6,21,1,1,5
22,65,4.0,24,51,9.3,22,56,4,1,5
19,63,6.4,80,48,4.2,1,44,7,0,4
6,88,8.8,91,29,9.9,1,53,8,2,5
4,74,8.030000000000001,79,51,9.0,4,1,10,2,5
24,53,9.7,43,36,8.6,14,71,5,0,5
27,42,8.7,26,62,8.1,18,56,7,0,5
38,52,10.01,80,11,8.6,16,84,5,2,5
25,86,6.8,55,16,10.0,3,83,0,1,5
20,89,5.3,46,33,8.6,27,74,10,0,5
26,53,7.9,48,27,6.1,6,33,8,1,5
22,60,6.1,39,3,7.7,26,43,9,1,5
13,65,5.0,89,97,6.0,29,68,6,1,5
34,42,4.1,95,45,9.8,1,52,1,0,5
5,90,7.370000000000001,95,13,9.4,11,61,2,2,5
8,79,7.2,22,12,7.4,28,93,1,1,5
23,43,7.0,58,57,8.7,29,32,8,1,5
34,75,4.18,64,48,9.5,28,75,7,2,5
18,90,7.700000000000001,87,49,5.5,27,68,4,2,5
25,82,4.2,50,66,7.5,10,0,3,1,5
35,40,7.6,57,20,6.9,18,34,6,1,5
29,79,6.0,25,79,8.6,4,24,8,0,5
23,86,8.9,27,50,6.3,6,3,7,0,5
18,72,9.240000000000002,47,37,8.3,29,72,7,2,5
35,46,8.1,34,25,6.4,19,66,10,1,5
7,92,8.690000000000001,27,5,4.7,9,93,1,2,4
7,91,7.590000000000001,73,17,4.6,10,83,9,2,4
35,91,3.4,25,5,4.7,20,9,8,0,4
2,95,8.36,48,40,4.2,23,19,1,2,4
11,50,6.3,53,56,7.2,27,39,7,0,5
22,66,6.3,26,49,8.0,5,66,4,0,5
6,100,6.2700000000000005,59,24,4.8,22,74,10,2,4
3,53,9.5,93,47,7.7,25,14,5,0,5
23,61,4.7,32,23,7.6,16,27,9,1,5
3,55,5.2,81,29,4.9,25,34,8,1,4
11,85,9.7,84,86,6.4,22,6,7,0,5
35,51,8.7,60,44,8.5,2,53,4,1,5
17,88,3.4100000000000006,61,42,4.1,9,96,5,2,4
23,85,9.3,85,71,4.9,11,41,4,0,4
13,49,4.6,30,55,10.0,2,37,8,1,5
25,63,7.9,69,72,8.4,18,82,10,0,5
39,100,7.590000000000001,90,69,6.8,2,63,4,2,5
11,85,6.8,54,32,7.8,14,56,5,0,5
36,57,8.0,99,96,9.1,23,28,0,1,5
33,61,4.95,98,44,9.1,27,65,7,2,5
8,48,4.51,39,6,5.9,4,82,7,2,5
22,56,8.36,47,17,6.9,8,72,7,2,5
21,77,5.5,56,69,7.8,8,5,6,2,5
27,79,10.780000000000001,22,44,4.4,1,80,6,2,4
5,97,6.820000000000001,78,36,9.7,1,1,5,2,5
23,52,4.18,92,20,6.6,4,38,6,2,5
16,89,7.8,46,89,6.2,18,5,8,1,5
22,76,5.1,51,78,9.4,29,13,4,0,5
16,45,4.0,67,43,4.7,19,89,8,0,4
23,60,6.0,65,29,4.2,10,17,8,0,4
29,90,10.67,66,10,8.1,18,69,3,2,5
15,75,5.9,59,7,6.3,10,75,8,0,5
28,46,5.4,22,4,8.6,9,21,7,0,5
29,75,6.1,94,7,4.4,30,77,10,0,4
27,64,3.4100000000000006,48,4,6.3,22,12,4,2,5
3,50,4.29,77,9,5.4,7,72,9,2,5
26,83,8.9,69,14,8.4,6,95,10,0,5
4,53,9.8,29,55,5.4,1,9,2,1,5
9,84,4.1,80,54,6.7,30,26,8,1,5
34,68,6.7,80,2,8.9,5,13,2,0,5
36,49,9.8,42,40,9.5,19,8,2,0,5
7,89,4.1,25,9,8.3,15,8,2,1,4
24,87,4.3,94,6,6.6,26,89,0,0,5
26,44,9.5,79,62,7.4,24,56,5,0,5
20,47,8.690000000000001,46,62,8.1,14,95,2,2,5
6,85,4.51,74,87,9.2,7,34,9,2,5
12,44,5.8,50,25,9.3,9,25,2,1,5
13,97,3.4,49,33,9.6,12,40,8,0,5
11,99,6.6000000000000005,86,71,8.9,17,66,6,2,5
9,63,8.4,32,38,4.9,18,29,7,0,4
25,79,7.590000000000001,78,59,8.5,2,28,0,2,5
29,96,7.5,73,68,8.9,17,83,7,1,5
37,65,5.3,40,99,9.3,24,67,7,0,5
38,45,4.1,62,25,9.5,28,13,7,1,5
22,55,3.4100000000000006,30,61,7.1,20,51,5,2,5
9,99,9.57,86,9,7.9,7,38,9,2,5
10,75,8.25,57,96,4.1,10,20,4,2,4
16,51,5.06,43,99,7.4,15,70,3,2,5
19,50,5.9,70,53,6.8,1,5,10,0,5
21,42,9.46,95,30,9.8,24,54,8,2,5
7,83,6.8,80,37,9.4,11,39,6,0,5
13,76,5.1,65,24,8.8,8,69,0,1,5
3,45,5.390000000000001,62,76,4.3,27,24,10,2,4
8,58,4.5,46,64,6.4,26,3,0,0,5
17,57,8.8,49,99,8.2,12,100,0,0,5
4,55,7.1,82,99,4.2,3,88,3,0,4
4,62,8.8,29,49,5.4,25,81,8,2,5
28,82,9.0,22,23,9.3,15,33,2,0,5
39,76,9.9,96,26,4.8,21,88,9,1,4
34,48,4.7,79,81,4.3,5,21,0,1,4
29,42,4.3,46,49,7.5,28,55,0,1,5
2,47,6.2,64,49,9.7,30,45,2,1,5
9,77,3.2,81,14,9.0,5,55,10,1,5
38,43,8.5,43,16,9.8,17,77,6,0,5
33,51,10.12,65,28,8.5,30,100,7,2,5
38,83,7.8,97,4,6.6,26,74,3,1,5
5,70,5.390000000000001,63,10,9.7,2,26,1,2,5
31,64,4.29,82,79,6.6,1,89,6,2,5
7,92,5.7,23,51,6.1,18,34,8,0,5
20,55,9.680000000000001,35,33,6.7,25,15,9,2,5
33,81,5.4,70,80,8.9,9,19,5,1,5
10,93,3.5200000000000005,93,32,9.5,29,14,1,2,5
13,53,4.9,67,48,6.1,30,77,8,0,5
12,52,10.89,84,30,6.8,5,71,6,2,5
17,80,8.47,88,17,9.4,20,23,8,2,5
2,46,10.230000000000002,96,88,4.3,13,61,10,2,4
22,51,8.4,64,4,8.7,2,96,1,1,5
31,76,6.8,22,29,6.7,22,79,9,1,5
14,89,4.4,36,44,6.3,13,90,3,2,5
35,43,5.940000000000001,56,86,6.7,25,91,5,2,5
5,41,7.1,24,37,6.5,29,43,9,0,5
29,74,10.01,66,81,8.5,8,13,6,2,5
39,97,4.9,63,95,9.6,10,72,2,0,5
32,83,3.8,52,93,6.9,20,76,9,0,5
28,42,7.590000000000001,40,28,9.0,6,50,10,2,5
6,43,4.2,86,35,8.4,11,21,10,1,5
26,77,7.3,87,8,6.0,14,93,4,0,5
4,51,4.8,51,22,7.5,25,31,10,1,5
34,58,4.6,43,2,8.0,10,79,3,1,5
5,49,5.8,54,85,4.1,10,24,4,1,4
26,40,7.2,37,55,6.4,11,48,5,0,5
21,56,6.8,86,39,10.0,4,22,5,0,5
35,55,5.170000000000001,73,55,7.8,25,36,6,2,5
27,48,9.2,45,57,6.0,28,91,5,0,5
6,96,4.18,79,30,5.5,24,2,5,2,5
36,92,3.3,84,85,5.3,3,59,3,0,5
29,48,7.2,70,10,6.4,9,58,1,1,5
30,98,3.9,79,41,5.2,29,22,9,0,5
10,94,6.5,78,2,4.8,28,32,6,1,4
39,48,9.7,95,56,6.2,5,53,6,0,5
7,51,7.9,36,13,7.6,1,38,10,1,5
20,94,8.030000000000001,40,45,4.9,11,24,2,2,4
12,80,7.0,86,18,4.3,8,62,4,1,4
3,54,4.3,47,59,4.2,21,88,5,1,4
10,41,6.0,63,30,5.6,5,84,9,0,5
22,50,5.940000000000001,89,35,5.1,2,58,8,2,5
25,50,9.7,81,31,7.2,9,30,2,0,5
35,47,4.7,61,62,6.7,6,48,2,1,5
23,94,6.3,41,25,5.9,11,93,4,1,5
4,71,9.6,57,64,9.0,10,59,1,1,5
13,45,8.5,33,1,7.0,12,63,2,1,5
29,92,9.8,45,69,4.5,3,97,5,0,4
31,59,7.3,59,44,5.8,7,37,2,0,5
27,78,5.3,73,77,9.8,18,70,0,0,5
22,74,9.680000000000001,32,91,9.9,23,90,6,2,5
29,47,5.0,38,96,5.5,12,76,6,1,5
27,89,4.620000000000001,61,24,5.0,11,92,1,2,5
34,88,7.9,60,39,7.0,2,86,4,1,5
22,82,7.5,69,17,6.9,27,7,8,0,5
36,73,9.2,22,97,6.5,21,84,2,1,5
35,96,9.7,50,11,7.2,10,12,7,1,5
19,92,9.9,95,90,5.4,13,25,3,2,5
12,98,3.4,34,23,4.7,26,9,2,0,4
24,95,7.7,73,96,7.4,13,92,1,1,5
23,58,8.5,72,78,9.6,15,90,8,0,5
18,46,10.89,64,42,4.8,25,55,10,2,4
6,70,5.6,57,31,8.2,13,3,4,1,5
12,57,4.2,97,80,6.6,9,30,8,1,5
31,79,9.0,99,98,5.8,6,16,7,1,5
16,53,5.2,69,46,9.1,3,7,2,1,5
28,78,7.2,43,44,6.7,28,51,3,0,5
36,99,6.2700000000000005,36,34,7.5,20,36,5,2,5
34,92,6.38,37,76,6.7,20,19,10,2,5
21,99,8.1,61,8,4.5,9,46,9,1,4
17,98,6.050000000000001,36,9,7.6,4,73,4,2,5
35,75,8.690000000000001,35,64,6.5,20,50,9,2,5
3,56,3.1,71,58,4.5,5,57,9,0,4
36,76,5.3,55,97,7.6,22,43,2,0,5
29,83,5.2,58,56,4.1,24,97,4,0,4
7,48,8.2,100,100,5.3,12,10,4,0,5
10,97,5.2,44,88,8.7,17,11,8,1,5
21,59,7.4,61,85,4.2,5,9,3,0,4
2,84,7.8,40,9,7.9,25,76,7,1,5
9,96,8.36,87,89,9.7,26,53,3,2,5
24,67,7.920000000000001,78,18,5.0,4,33,9,2,5
4,89,5.9,49,49,6.5,8,29,1,0,5
5,59,5.6,76,67,7.5,9,14,2,1,5
26,80,7.0,52,4,6.7,17,7,3,1,5
39,75,3.4,72,28,7.7,24,99,7,1,5
16,92,10.01,35,4,6.4,8,39,8,2,5
22,66,8.8,68,59,4.9,5,21,5,0,4
36,47,5.940000000000001,24,64,4.5,10,4,7,2,4
15,71,7.0,96,27,8.5,18,95,9,1,5
37,40,10.450000000000001,79,82,5.4,28,19,4,2,5
13,56,4.9,90,99,9.1,23,86,4,0,5
18,96,8.2,100,0,8.5,14,48,7,0,5
10,48,3.6,74,28,4.3,27,51,3,0,4
36,59,6.7,54,50,5.2,27,65,2,1,5
14,84,10.12,88,35,5.8,5,18,9,2,5
16,71,6.9,61,31,7.6,15,89,1,1,5
19,41,7.3,88,63,8.9,28,99,7,0,5
34,71,9.4,43,13,4.4,5,13,4,1,4
7,84,8.0,90,31,5.5,22,6,5,0,5
28,48,8.690000000000001,90,8,6.3,12,56,8,2,5
24,69,7.1,74,82,5.1,10,79,2,0,5
28,59,8.14,33,10,7.3,8,9,3,2,5
35,77,9.46,74,47,6.9,27,21,1,2,5
39,99,9.9,34,50,5.9,1,89,5,0,5
15,40,9.46,24,3,7.1,3,4,8,2,5
37,99,8.8,23,40,6.1,28,75,1,2,5
9,96,3.9,49,24,6.1,16,87,4,0,5
36,44,8.7,72,16,5.6,23,23,9,0,5
20,74,8.2,92,46,7.2,30,14,0,0,5
31,75,8.4,49,7,6.7,11,87,3,1,5
15,40,4.6,80,57,5.2,9,87,7,0,5
21,53,9.3,90,0,4.1,10,25,2,0,4
26,48,4.07,87,1,4.9,2,54,3,2,4
25,69,5.28,74,9,4.3,20,97,1,2,4
15,63,8.36,90,90,6.6,11,17,8,2,5
27,43,7.7,92,26,5.4,20,42,4,1,5
39,89,5.2,61,12,6.5,11,100,2,1,5
24,53,7.9,96,62,6.0,7,5,10,0,5
23,64,6.2700000000000005,48,10,7.2,21,44,10,2,5
20,43,3.3000000000000003,54,13,8.3,28,24,9,2,5
4,64,4.51,64,95,6.9,11,80,6,2,5
20,49,9.2,93,79,4.4,5,15,10,1,4
10,74,4.6,48,92,4.1,23,54,0,0,4
29,94,3.8,89,97,5.3,12,55,8,1,5
21,46,8.58,22,25,6.5,18,28,6,2,5
8,81,6.1,76,68,4.3,24,63,0,1,4
15,52,8.6,85,82,6.0,22,0,3,0,5
10,43,9.0,41,38,9.3,5,44,6,0,5
20,89,9.790000000000001,46,91,4.5,15,83,3,2,4
15,82,5.2,41,27,9.7,12,25,6,1,5
39,96,7.15,93,16,9.1,1,84,2,2,5
37,75,8.36,68,36,9.0,30,49,3,2,5
18,95,5.3,43,82,9.2,18,26,2,0,5
31,53,3.63,46,26,4.5,6,99,3,2,4
10,57,7.15,55,75,4.9,6,34,9,2,4
34,47,3.1,36,66,4.8,29,79,2,0,4
26,71,9.7,75,67,4.7,11,28,9,1,4
15,66,8.6,29,46,6.0,25,6,9,1,5
12,81,4.3,73,74,9.0,11,61,4,1,5
36,76,5.0,100,33,5.5,16,70,3,0,5
15,62,10.89,93,17,5.5,6,33,2,2,5
31,46,5.6,93,34,8.1,1,47,4,1,5
5,51,8.5,57,17,4.6,28,4,9,0,4
5,64,6.1,100,69,6.2,23,7,8,1,5
29,42,9.0,23,33,5.8,16,71,10,1,5
9,65,7.9,69,32,9.1,28,42,0,1,5
3,43,3.5200000000000005,80,71,7.1,3,92,3,2,5
23,81,5.1,40,83,7.9,24,51,6,0,5
17,75,6.9,55,83,4.8,6,73,3,1,4
30,54,9.5,65,42,9.6,3,0,7,1,5
31,71,3.7,90,81,5.9,19,37,6,0,5
13,68,7.2,63,26,8.2,29,91,4,0,5
36,49,5.1,83,47,9.7,8,6,9,0,5
12,60,9.2,37,68,7.1,22,80,3,0,5
22,93,8.4,32,70,7.0,2,55,7,0,5
22,55,6.16,32,21,4.7,19,45,0,2,4
6,86,4.2,44,33,6.3,28,23,1,0,5
21,58,3.1,24,42,9.1,15,34,4,1,5
38,68,8.030000000000001,58,76,4.8,22,72,9,2,4
4,91,5.8,48,95,9.5,14,41,6,1,5
34,90,5.720000000000001,76,87,8.0,14,66,8,2,5
10,57,9.9,65,15,6.5,23,43,2,0,5
10,97,6.930000000000001,52,13,7.3,4,3,4,2,5
5,83,8.2,29,38,4.9,24,95,10,1,4
36,96,4.620000000000001,77,70,5.3,19,76,1,2,5
18,55,3.4100000000000006,44,11,5.7,30,23,5,2,5
35,40,5.9,93,83,6.3,22,70,5,0,5
25,87,7.7,58,96,9.5,7,18,3,1,5
33,41,7.15,35,54,6.2,16,90,1,2,5
2,95,9.2,79,5,7.1,8,49,7,1,5
9,54,6.6000000000000005,47,39,5.0,27,90,7,2,5
24,78,5.2,95,90,8.4,15,17,0,1,5
13,67,9.4,63,12,7.4,20,93,1,1,5
13,40,5.8,77,68,6.6,5,27,3,1,5
16,44,4.9,51,23,9.7,22,28,0,0,5
20,81,3.7,82,73,9.3,1,72,5,0,5
27,61,8.6,64,58,8.0,12,84,10,1,5
30,92,8.8,72,45,9.5,9,44,1,1,5
23,75,3.2,80,95,7.4,19,6,2,0,5
22,85,6.050000000000001,69,72,9.0,18,44,10,2,5
39,52,8.2,46,98,6.5,27,88,8,1,5
21,40,9.6,45,43,4.5,7,25,6,1,4
30,55,5.6,22,75,10.0,11,69,3,0,5
5,94,10.01,58,10,5.0,11,48,9,2,5
8,80,5.8,84,60,5.5,30,83,0,1,5
29,61,4.3,54,35,5.0,20,17,3,1,5
29,71,3.0,72,71,6.0,20,83,9,1,5
5,55,5.3,65,9,5.7,26,39,5,1,5
23,90,5.6,87,77,7.6,15,17,7,0,5
13,54,10.56,41,93,10.0,25,46,10,2,5
4,97,4.840000000000001,79,0,4.3,23,0,8,2,4
23,85,5.7,25,62,8.7,25,32,3,1,5
3,91,3.5200000000000005,71,11,4.8,17,38,5,2,4
25,81,9.13,92,4,4.1,3,22,1,2,4
35,92,10.340000000000002,94,77,7.8,26,13,1,2,5
28,51,4.7,92,35,9.2,11,91,5,1,5
2,99,6.6000000000000005,48,16,5.1,26,84,8,2,5
9,40,4.29,62,57,6.0,13,43,2,2,5
24,92,6.2,93,21,5.0,28,36,3,1,5
39,56,3.9,53,30,9.4,30,70,10,0,5
7,80,6.7,50,25,5.6,6,75,8,0,5
23,94,8.1,65,12,6.7,14,36,8,0,5
26,90,6.9,23,62,9.4,11,27,10,0,5
19,96,5.170000000000001,21,66,7.3,13,6,4,2,5
18,89,5.5,24,62,9.6,17,51,8,1,5
13,67,7.5,65,10,9.6,14,16,4,0,5
7,46,7.1,98,68,6.8,21,61,4,1,5
27,48,4.0,38,63,7.5,14,36,6,0,5
28,61,9.790000000000001,57,67,5.4,4,13,5,2,5
9,65,6.3,78,31,9.9,30,50,9,1,5
20,92,4.1,98,73,5.7,4,54,10,0,5
