study_hours_per_week,lecture_attendance,homework_avg,midterm_score,practice_solved,sleep_hours_per_night,days_before_exam,group_project_score,extra_consultations,motivation_level,exam_grade
34,94,8.0,80,98,7.5,23,96,10,2,5
12,72,5.0,62,52,6.6,8,61,2,1,3
8,40,3.7,33,14,4.1,1,0,0,0,2
5,53,5.1,36,8,4.3,9,25,3,0,2
5,63,4.2,37,37,4.4,1,50,1,1,2
30,86,7.9,76,66,7.8,14,82,3,1,4
15,75,5.6,57,59,5.7,12,59,2,2,3
21,73,6.3,64,46,6.2,10,45,1,1,3
33,90,9.1,94,83,7.8,21,85,7,2,5
11,62,5.2,57,31,6.5,12,64,2,1,3
20,68,5.9,48,56,6.1,6,50,2,1,3
29,92,6.4,60,75,7.7,12,77,4,2,4
27,100,9.1,94,89,7.2,29,86,4,2,5
34,95,8.5,96,85,7.4,21,90,6,2,5
32,99,9.9,99,100,7.6,22,82,7,2,5
16,92,6.5,62,59,7.9,19,72,3,2,4
20,94,8.2,70,70,7.1,17,66,7,1,4
35,89,9.6,99,81,8.4,24,89,4,1,5
11,71,5.8,53,41,6.7,8,44,1,0,3
4,59,3.3,45,38,5.3,4,48,0,0,2
13,70,6.4,64,46,6.3,11,47,1,2,3
28,86,6.7,65,69,6.9,11,62,5,2,4
10,43,3.8,44,9,5.3,7,49,1,1,2
18,83,7.8,77,65,7.1,13,81,7,2,4
6,49,4.0,33,33,4.4,9,47,2,0,2
9,78,6.0,57,56,6.0,13,48,2,1,3
19,83,6.6,76,57,7.7,15,85,7,1,4
40,98,8.7,86,75,7.0,29,76,10,2,5
28,89,9.8,94,73,8.0,27,79,10,2,5
16,76,6.3,57,59,5.8,10,59,3,0,3
19,68,5.6,46,55,6.6,7,46,3,1,3
29,87,7.0,62,68,7.1,11,61,2,2,4
31,97,9.8,80,82,7.5,23,98,4,2,5
5,51,3.9,46,5,4.5,5,6,0,0,2
20,81,8.0,74,53,6.7,15,69,4,0,4
7,49,3.4,22,26,5.5,1,36,1,1,2
4,55,4.3,41,5,4.8,10,38,2,1,2
9,66,5.7,60,39,6.0,14,68,4,0,3
17,79,6.9,64,55,6.0,15,55,2,1,3
28,92,9.1,84,87,7.5,29,93,8,1,5
19,85,7.2,72,61,7.3,10,61,2,2,4
9,79,6.4,64,58,6.9,13,52,4,2,3
2,43,4.3,40,17,5.3,1,3,2,0,2
21,75,5.4,53,38,6.5,11,54,5,1,3
9,60,5.3,35,14,4.1,8,35,2,0,2
5,40,3.8,48,21,4.0,6,36,0,1,2
3,58,4.5,41,16,5.3,9,7,1,0,2
6,64,3.8,26,20,4.2,3,44,2,1,2
12,62,5.1,57,56,5.8,8,46,4,1,3
9,63,3.3,21,10,5.9,1,23,1,0,2
11,64,6.8,60,41,5.9,15,69,5,2,3
34,90,8.3,87,79,8.0,23,87,6,2,5
2,55,4.5,51,35,5.6,4,34,3,0,2
12,78,4.9,51,40,6.0,7,66,5,1,3
9,46,3.9,47,20,4.0,10,6,0,0,2
17,81,7.9,80,63,7.6,12,77,6,2,4
21,78,7.0,75,76,6.6,11,81,7,1,4
4,58,3.6,33,27,5.5,4,19,3,0,2
27,93,7.2,61,61,7.0,14,64,5,2,4
2,60,3.0,34,20,5.5,9,40,0,0,2
3,45,5.2,39,39,4.0,2,32,3,1,2
8,49,4.7,20,0,4.9,5,47,0,0,2
6,54,3.9,29,39,4.0,9,46,3,1,2
30,98,9.5,80,100,8.3,30,96,7,2,5
28,96,9.3,89,85,8.1,20,94,8,1,5
2,41,4.9,48,35,4.7,1,26,2,1,2
20,71,5.5,56,59,6.1,10,51,5,0,3
6,50,3.0,49,14,4.1,1,26,2,0,2
34,94,8.4,87,90,8.5,21,91,7,2,5
18,88,8.4,62,65,7.3,16,78,4,1,4
31,93,8.2,78,100,8.2,27,81,5,2,5
16,85,8.1,61,56,6.9,13,74,6,2,4
5,49,5.4,38,23,5.3,1,48,3,1,2
29,98,10.0,74,70,8.7,21,91,7,2,5
28,81,8.6,76,63,6.6,17,63,2,0,4
7,60,5.5,33,30,5.0,4,15,1,1,2
22,95,6.9,70,60,6.7,17,85,3,1,4
17,67,5.3,54,52,6.8,7,48,5,1,3
17,85,8.1,74,76,6.5,15,76,2,1,4
2,43,5.3,22,25,4.9,5,15,1,0,2
6,51,5.0,31,22,4.7,1,39,3,1,2
7,45,3.5,25,12,5.5,6,12,2,0,2
39,97,9.2,98,81,8.2,26,86,10,2,5
7,62,5.3,23,19,5.7,8,28,1,0,2
13,69,5.9,66,39,5.7,11,50,2,2,3
13,75,5.1,49,36,6.4,15,54,1,1,3
39,97,9.4,79,75,7.5,28,95,9,1,5
22,75,8.0,79,54,6.9,18,80,7,2,4
24,81,6.7,78,80,7.5,10,79,2,2,4
29,86,6.8,78,73,7.7,20,80,5,1,4
8,62,4.6,21,40,5.3,2,44,0,0,2
33,91,8.3,88,71,7.5,30,76,8,2,5
7,56,5.0,49,12,4.2,7,41,0,1,2
12,68,6.2,51,32,6.3,14,61,5,1,3
6,51,4.2,32,9,4.5,1,41,3,1,2
22,89,7.1,72,77,6.6,19,79,6,2,4
3,46,5.2,38,7,5.2,1,6,3,0,2
12,71,6.0,54,31,6.4,14,46,2,1,3
30,92,9.9,80,82,8.5,21,83,5,2,5
39,90,8.7,81,97,7.8,24,78,4,2,5
36,91,9.7,98,72,8.5,28,82,10,2,5
26,96,8.5,77,85,7.4,22,83,5,2,5
35,93,9.1,74,88,7.2,20,88,8,1,5
37,98,8.6,76,100,7.3,26,75,6,2,5
4,55,5.5,22,20,5.3,4,45,3,0,2
8,67,5.6,46,59,5.9,6,63,5,2,3
22,94,7.5,78,57,6.8,13,84,6,2,4
14,80,4.9,48,47,6.8,11,53,5,0,3
27,89,7.9,73,71,7.1,13,71,7,2,4
19,94,7.2,71,79,7.8,10,80,6,0,4
26,93,9.0,100,73,7.8,23,86,10,2,5
22,88,8.7,69,63,7.8,10,69,7,1,4
28,77,6.7,63,78,6.8,17,59,6,2,4
27,76,7.5,66,79,7.2,13,59,3,2,4
36,98,8.4,97,78,8.6,25,78,6,2,5
7,52,4.3,20,23,5.6,1,13,3,0,2
9,52,4.7,32,29,5.9,9,43,1,0,2
35,91,8.8,89,77,8.1,27,84,5,2,5
25,92,8.3,100,81,7.3,28,80,8,1,5
2,64,5.2,27,42,5.0,2,18,1,0,2
12,63,6.1,55,33,6.2,7,44,4,0,3
16,83,7.7,75,59,8.0,10,81,6,1,4
30,99,8.7,84,87,8.2,20,91,6,2,5
28,96,8.0,92,74,7.4,20,86,8,2,5
15,75,7.0,76,56,7.6,18,63,5,2,4
3,47,4.2,44,5,4.1,4,23,1,0,2
24,89,7.9,69,78,7.6,15,74,7,0,4
18,84,7.6,77,62,7.9,14,75,7,0,4
13,74,5.8,59,30,6.1,10,48,2,1,3
15,64,6.2,45,30,6.2,11,47,1,1,3
11,71,7.1,61,58,6.8,8,67,1,1,3
18,71,5.2,57,46,6.7,13,71,1,2,3
17,60,5.4,56,49,6.2,13,68,5,2,3
5,50,3.4,47,38,4.0,2,31,3,1,2
10,72,5.8,53,43,5.9,9,69,5,2,3
20,75,6.5,65,50,6.8,11,65,2,1,4
36,94,9.0,97,88,7.8,30,79,8,2,5
9,41,3.2,46,9,4.2,3,2,3,0,2
16,76,5.7,52,45,5.7,6,64,5,1,3
10,48,4.9,27,13,4.2,2,6,1,0,2
2,47,3.5,40,18,4.1,6,31,0,0,2
17,66,5.1,56,54,5.5,10,57,1,1,3
37,89,8.7,95,95,8.8,29,92,10,2,5
32,98,9.2,84,72,8.2,26,84,10,2,5
21,86,8.2,77,76,7.6,19,79,2,2,4
4,66,3.2,43,37,4.5,1,30,0,1,2
10,61,4.4,50,32,5.0,1,15,3,2,2
28,79,7.4,76,53,7.3,18,82,7,2,4
39,96,9.7,95,72,7.9,26,77,6,0,5
23,77,8.3,73,74,6.5,14,77,5,2,4
8,75,6.0,54,29,6.9,6,47,3,2,3
4,56,3.2,40,38,5.3,7,34,3,1,2
35,100,9.2,89,81,7.2,30,88,6,1,5
36,92,8.1,94,85,7.3,22,96,7,2,5
2,63,5.6,21,35,5.2,1,40,3,0,2
19,69,6.2,48,49,6.7,6,65,5,2,3
40,98,8.7,88,98,9.1,28,99,6,2,5
6,54,3.6,26,30,5.9,6,40,0,1,2
21,78,6.9,74,75,7.0,15,78,6,1,4
38,91,8.4,94,93,7.8,27,88,9,2,5
26,95,6.9,63,52,7.4,11,71,3,1,4
17,75,5.3,63,51,6.4,14,66,4,0,3
40,99,9.8,82,98,7.7,22,78,4,1,5
31,94,9.2,78,77,8.6,21,76,10,2,5
16,62,5.2,61,38,6.6,13,63,5,0,3
3,55,3.5,28,0,5.9,3,0,0,1,2
8,47,3.7,34,15,5.9,4,30,2,0,2
7,53,3.8,43,1,4.2,6,48,2,1,2
14,70,7.0,54,57,6.9,15,62,2,1,3
35,93,9.0,76,76,8.2,26,86,5,1,5
38,98,8.6,98,79,7.0,22,84,10,2,5
40,95,9.8,77,72,7.9,27,94,8,2,5
15,77,7.0,76,54,7.8,16,81,2,2,4
27,90,8.0,82,78,8.3,28,87,10,2,5
16,68,5.7,48,34,6.1,14,69,3,1,3
14,78,5.6,57,32,5.5,8,43,3,0,3
24,93,9.7,97,72,8.9,25,95,10,2,5
4,48,3.7,41,19,5.6,10,40,0,0,2
37,94,10.0,95,97,8.0,29,79,8,2,5
4,50,3.0,30,33,4.3,9,1,1,0,2
40,91,9.7,83,88,8.6,28,93,4,2,5
9,67,6.6,46,51,5.8,16,41,2,0,3
30,99,9.6,77,96,7.3,23,81,5,2,5
12,65,5.7,51,38,5.6,10,60,2,0,3
10,62,7.1,55,54,6.5,12,56,3,1,3
33,89,9.6,83,73,6.9,27,96,10,2,5
29,93,8.8,75,71,7.6,26,99,7,0,5
39,100,9.6,89,100,8.9,26,90,6,1,5
22,77,7.9,74,69,7.2,11,67,4,2,4
12,70,5.2,53,30,5.6,12,61,4,1,3
22,83,6.8,72,57,7.0,12,72,3,2,4
11,78,5.4,49,50,6.0,9,59,2,1,3
12,73,5.0,65,36,5.7,9,42,2,0,3
25,99,8.6,97,95,7.5,24,89,5,0,5
17,75,8.0,76,51,6.9,10,85,7,2,4
10,70,6.1,47,56,6.5,13,44,2,0,3
24,76,8.3,67,75,6.8,12,82,4,2,4
21,93,6.5,67,70,7.8,13,68,5,2,4
9,78,6.6,65,56,6.6,10,49,2,0,3
9,80,6.3,45,45,6.0,7,70,5,1,3
18,60,7.0,44,36,5.7,11,60,2,0,3
30,95,9.6,75,72,8.5,30,82,8,1,5
16,68,6.5,54,33,6.3,13,64,2,2,3
16,76,5.4,65,41,6.1,8,62,5,1,3
4,64,4.3,29,4,4.8,6,24,3,1,2
31,73,8.0,66,76,7.0,15,65,5,2,4
40,90,9.2,87,85,8.9,27,79,9,2,5
21,84,6.4,73,72,8.0,19,67,6,2,4
19,79,5.2,62,36,6.7,7,46,4,2,3
15,64,7.0,63,30,6.9,7,45,5,2,3
10,45,3.2,49,16,4.3,6,28,3,0,2
9,49,4.3,41,22,5.5,7,45,3,1,2
28,76,7.9,63,83,7.0,18,63,5,1,4
7,49,3.2,44,14,4.1,7,16,3,0,2
32,97,9.6,89,78,8.1,29,95,8,2,5
22,79,7.8,77,56,7.9,11,78,5,1,4
17,69,5.7,61,44,6.5,11,51,1,1,3
16,63,5.8,56,50,6.9,8,46,3,1,3
3,46,4.7,38,39,4.1,7,40,0,0,2
11,52,3.2,42,6,4.9,2,25,0,0,2
2,47,3.6,30,24,4.7,1,37,0,0,2
38,97,9.0,97,89,7.0,30,76,4,2,5
12,69,5.6,56,43,6.8,7,59,2,2,3
19,63,5.3,50,54,6.0,10,42,1,1,3
5,64,3.9,49,7,4.7,2,45,3,0,2
8,65,4.4,34,19,5.9,9,14,3,1,2
8,55,5.1,46,1,4.3,10,44,2,0,2
9,54,4.2,34,2,5.3,2,33,3,0,2
9,57,3.7,46,18,5.1,3,38,0,0,2
21,74,6.5,74,59,6.8,14,63,3,1,4
30,91,8.0,76,77,7.1,16,76,4,1,4
23,85,6.6,69,74,6.7,16,84,7,2,4
15,67,5.7,62,37,6.6,9,40,3,1,3
9,64,6.6,61,61,6.2,6,58,1,1,3
20,71,7.0,52,31,6.1,14,63,5,1,3
5,46,4.5,44,36,4.7,1,23,2,0,2
12,60,6.1,60,39,6.0,8,51,3,1,3
23,79,7.4,69,63,7.1,17,80,2,2,4
16,62,5.8,62,52,6.0,8,42,4,1,3
8,64,4.1,48,7,4.5,7,14,1,0,2
37,99,9.0,91,100,8.1,26,89,8,2,5
37,90,10.0,79,86,7.8,29,90,7,2,5
34,90,9.7,85,95,8.9,22,88,10,1,5
15,88,6.7,73,74,7.5,20,70,6,0,4
14,62,5.7,64,52,6.0,7,68,3,0,3
10,43,4.3,30,34,5.2,8,19,1,0,2
13,63,6.8,48,56,5.5,10,46,2,0,3
10,62,5.0,52,40,6.3,10,67,5,2,3
12,63,6.6,50,46,6.9,12,55,2,1,3
16,90,8.1,67,54,7.1,17,68,4,2,4
28,89,6.7,63,68,7.3,18,84,6,1,4
26,84,8.4,77,77,8.0,20,84,6,2,4
18,66,6.8,61,38,5.7,10,45,4,0,3
14,71,6.8,54,48,6.3,8,58,4,0,3
31,95,8.4,85,76,8.3,26,100,5,0,5
3,58,5.3,46,16,4.6,1,13,2,1,2
14,70,5.9,62,31,6.7,8,66,1,1,3
8,54,5.4,46,31,4.7,7,9,1,1,2
8,44,5.3,46,4,4.8,1,5,0,0,2
36,100,9.1,74,85,7.7,25,77,9,2,5
19,61,5.4,57,31,5.7,15,72,1,2,3
3,55,3.5,27,18,4.2,6,44,0,0,2
15,63,5.2,61,62,6.6,11,49,2,2,3
32,99,9.0,74,81,8.4,26,85,7,2,5
19,78,7.1,65,59,7.8,12,65,5,2,4
7,41,3.5,51,33,5.3,4,22,3,1,2
24,76,6.8,69,57,7.2,16,72,3,2,4
31,91,8.4,77,81,8.1,20,94,7,2,5
23,92,6.5,77,66,7.6,14,83,6,1,4
9,65,7.1,59,30,6.1,6,67,3,1,3
5,56,5.0,20,12,6.1,4,13,2,0,2
34,91,8.8,98,81,8.7,26,96,9,2,5
16,70,5.2,48,44,5.4,13,68,4,1,3
17,89,6.5,68,77,7.4,10,72,2,1,4
25,97,9.5,96,83,7.5,28,84,9,2,5
9,65,3.4,45,7,5.7,1,19,1,0,2
30,99,9.2,100,71,7.4,23,90,9,2,5
9,47,3.4,25,38,5.8,9,3,2,0,2
6,43,4.2,35,18,4.5,5,35,2,1,2
30,93,8.6,79,78,7.6,26,100,7,2,5
14,77,6.0,45,51,5.9,12,69,4,1,3
23,84,6.8,60,73,7.3,10,66,4,1,4
15,90,8.6,63,74,7.2,19,68,7,2,4
20,76,8.3,79,67,6.8,17,65,7,2,4
4,58,3.2,34,39,4.2,3,10,1,0,2
10,63,6.3,47,50,6.7,10,56,2,2,3
9,59,5.4,32,14,5.6,1,29,0,0,2
8,44,3.1,30,13,5.8,5,47,2,0,2
14,67,5.9,64,38,5.8,9,56,4,2,3
23,86,8.4,70,57,6.8,14,61,7,2,4
31,91,8.7,76,85,8.2,20,96,5,2,5
9,59,3.8,37,10,5.8,7,26,1,0,2
9,69,6.0,49,42,6.3,10,42,5,2,3
3,49,4.6,44,38,4.9,1,42,0,0,2
17,75,5.9,59,32,6.0,7,71,4,1,3
24,75,7.1,60,65,7.7,15,80,4,2,4
12,72,4.9,64,47,6.9,10,42,5,2,3
40,92,9.0,75,86,8.8,20,79,9,2,5
29,91,8.2,63,71,7.4,14,69,4,1,4
15,88,7.3,69,68,7.4,10,68,4,2,4
26,92,7.7,81,78,6.8,19,76,4,1,4
7,54,3.3,23,14,5.8,1,40,0,1,2
22,81,6.9,69,62,7.0,18,75,6,2,4
32,96,9.2,86,86,7.8,21,97,9,2,5
17,67,5.3,56,57,5.9,5,42,5,1,3
35,99,9.3,89,73,8.1,22,96,10,2,5
4,51,4.7,29,19,4.8,1,34,0,0,2
34,97,9.5,100,84,8.3,28,89,4,1,5
27,91,8.9,92,84,7.8,23,84,4,2,5
29,83,7.2,61,65,6.9,11,78,6,1,4
10,71,5.7,56,47,6.5,11,73,1,1,3
30,100,10.0,75,89,8.6,30,83,7,2,5
8,56,5.2,32,32,4.1,6,41,3,0,2
19,65,6.8,58,31,6.1,11,52,3,0,3
34,94,8.4,93,73,7.8,21,85,7,2,5
28,82,8.2,79,54,7.7,14,65,5,1,4
24,85,8.5,79,66,7.0,12,85,4,2,4
28,90,8.1,61,68,6.9,12,69,2,1,4
26,80,7.9,76,58,6.7,19,73,4,1,4
20,92,8.3,74,51,7.7,9,74,4,2,4
17,84,8.0,73,65,6.8,13,71,4,1,4
11,67,6.1,62,44,5.9,14,54,2,2,3
9,64,6.3,58,51,6.0,6,65,2,1,3
33,89,9.5,92,77,8.2,30,93,10,2,5
9,61,5.4,50,27,4.4,5,29,0,0,2
8,54,5.1,22,23,4.9,1,27,3,0,2
10,53,4.3,26,37,4.9,1,9,0,0,2
26,88,8.4,62,71,7.2,15,62,6,0,4
29,91,9.6,95,68,8.7,28,75,7,2,5
8,68,6.4,52,33,5.5,6,47,5,1,3
18,95,7.5,72,60,7.4,13,81,6,1,4
7,64,3.8,39,15,4.3,4,24,0,0,2
25,100,8.8,78,95,7.9,20,89,8,2,5
30,98,9.3,88,89,8.0,27,95,5,2,5
6,45,3.0,22,28,4.5,3,11,3,0,2
18,79,8.0,78,67,7.8,17,80,2,1,4
8,45,4.7,24,30,5.5,2,22,0,1,2
26,97,8.7,92,70,8.0,19,89,8,2,5
14,74,6.5,61,61,6.0,7,66,2,0,3
28,93,8.4,76,98,8.1,29,91,6,2,5
8,56,4.2,27,8,4.0,5,27,3,0,2
19,77,7.5,71,75,7.1,20,85,5,1,4
26,95,8.1,97,92,7.3,20,74,5,2,5
4,65,5.6,41,33,4.3,3,13,0,0,2
14,74,5.4,53,34,5.9,15,65,2,1,3
28,87,6.6,71,77,6.7,15,84,3,1,4
13,61,7.0,48,33,6.1,7,60,1,2,3
30,99,9.2,82,78,7.3,30,89,10,2,5
14,63,5.2,52,49,6.9,13,56,5,2,3
35,93,8.3,95,82,7.8,23,97,8,2,5
2,42,3.0,40,16,4.4,1,14,3,0,2
28,86,6.9,61,53,7.0,12,77,2,0,4
22,86,8.0,79,67,7.8,12,86,6,1,4
11,75,5.9,56,59,5.7,10,47,5,0,3
3,42,3.7,29,33,5.2,5,15,1,0,2
19,74,5.8,53,57,6.3,7,46,3,1,3
24,85,8.2,66,63,8.0,10,73,6,1,4
22,85,7.4,63,54,7.8,11,82,3,1,4
31,90,7.3,66,77,7.3,14,84,2,2,4
12,62,6.5,62,52,6.7,5,67,4,0,3
12,79,5.1,65,54,5.6,15,45,2,1,3
2,64,4.1,36,28,4.0,8,8,2,0,2
5,41,5.1,22,28,4.8,1,20,3,0,2
21,67,6.9,49,50,6.5,13,61,4,2,3
40,92,8.4,79,69,8.3,30,96,9,1,5
3,41,3.7,45,14,4.7,1,50,0,2,2
15,94,8.4,78,69,7.5,11,78,6,1,4
7,66,4.1,37,30,4.4,1,35,1,0,2
15,83,7.9,77,58,6.9,17,72,7,1,4
13,63,6.9,65,46,6.8,11,38,4,0,3
30,91,8.6,95,91,8.8,24,98,10,0,5
26,87,7.4,80,79,7.6,17,79,4,2,4
20,78,8.1,67,69,7.7,18,64,5,1,4
36,90,9.8,91,70,8.4,29,82,9,2,5
38,90,9.9,81,97,7.4,26,86,10,2,5
38,100,10.0,81,86,7.3,27,83,9,2,5
25,80,7.6,73,61,7.6,16,80,6,2,4
9,55,5.1,35,13,5.1,6,12,0,1,2
4,53,3.5,27,8,5.2,5,12,2,0,2
17,82,8.4,74,52,7.3,15,79,5,1,4
13,78,6.9,59,36,6.3,14,65,3,0,3
30,91,9.1,76,95,8.9,21,80,4,2,5
29,77,6.7,75,52,6.5,11,61,5,2,4
3,60,4.3,28,35,4.2,9,40,2,1,2
27,92,7.9,69,70,7.4,15,73,6,1,4
28,98,8.2,97,83,8.7,26,100,7,2,5
26,88,7.8,70,76,6.9,18,62,3,2,4
5,59,3.2,49,33,5.1,1,19,1,1,2
22,86,7.9,68,59,6.7,15,66,2,1,4
9,70,6.3,48,53,6.8,14,60,5,1,3
11,51,5.4,44,33,4.2,3,41,3,1,2
19,87,7.1,68,60,7.8,13,76,3,2,4
33,92,8.0,99,75,8.6,26,92,8,2,5
8,75,5.6,46,50,5.8,8,54,4,0,3
2,53,4.2,45,2,4.8,1,8,0,0,2
10,75,6.4,62,43,5.7,12,68,2,1,3
12,66,5.7,47,57,5.7,13,53,1,1,3
17,79,5.9,53,29,5.9,11,57,2,0,3
37,92,9.6,78,95,8.1,25,84,7,1,5
6,44,4.7,29,11,5.9,3,41,0,0,2
10,70,6.3,52,29,6.2,12,66,2,0,3
10,77,6.1,51,50,5.6,12,64,1,0,3
9,44,3.7,32,28,5.3,2,23,3,0,2
18,83,8.4,65,63,6.6,20,77,7,1,4
13,75,6.1,65,31,6.5,14,68,2,1,3
31,96,8.7,87,81,7.9,20,92,9,2,5
29,78,7.9,73,67,7.6,19,62,7,2,4
20,68,5.3,52,41,5.4,11,62,3,0,3
20,94,8.0,61,59,6.8,14,73,7,2,4
27,97,8.5,95,79,7.9,30,83,8,1,5
6,41,5.3,35,14,4.7,3,6,1,1,2
17,76,7.9,66,53,7.1,19,81,3,2,4
7,50,4.4,31,16,5.9,3,14,1,0,2
13,61,6.8,54,48,6.7,12,66,5,1,3
20,82,7.2,71,52,6.6,17,67,7,1,4
8,64,5.7,33,36,5.7,8,46,2,0,2
40,93,9.9,94,79,7.4,23,89,5,2,5
26,96,8.6,98,86,8.0,30,97,9,2,5
19,61,6.0,56,54,6.6,13,58,4,1,3
8,79,5.2,51,38,6.0,7,66,3,0,3
27,93,8.0,62,60,7.9,10,84,4,1,4
40,95,10.0,84,71,8.0,29,94,7,2,5
11,64,6.1,51,56,6.8,11,47,1,2,3
29,96,9.0,87,77,8.9,24,97,5,2,5
35,97,9.0,76,75,8.8,23,90,5,1,5
38,94,9.9,91,90,8.8,30,94,8,2,5
9,64,5.0,64,54,5.8,9,55,4,0,3
7,48,3.8,31,7,5.3,10,10,2,0,2
33,90,8.7,98,98,7.6,26,86,5,2,5
9,74,5.6,44,48,6.3,13,67,1,0,3
10,63,6.0,63,54,5.7,12,43,5,0,3
20,62,4.9,50,53,6.5,14,58,5,1,3
7,55,5.3,38,34,5.1,6,21,2,2,2
26,79,7.8,63,57,7.0,19,81,6,0,4
15,90,7.8,63,66,7.5,15,63,5,2,4
10,78,5.6,56,60,6.1,14,43,4,0,3
14,82,6.1,56,49,6.0,6,67,5,0,3
8,69,6.7,51,56,6.5,5,47,3,2,3
10,78,5.6,48,35,5.6,15,48,4,1,3
35,92,9.8,82,99,7.7,25,96,6,2,5
5,42,5.1,40,9,5.4,4,7,3,0,2
32,97,9.9,98,75,7.3,28,91,4,1,5
15,94,8.0,70,79,7.8,14,66,7,2,4
11,67,6.0,49,50,6.9,6,67,1,1,3
18,80,8.4,65,73,6.5,13,82,5,1,4
27,93,6.4,74,81,6.6,15,75,5,1,4
10,46,4.0,46,12,4.3,6,0,1,1,2
6,61,5.2,34,40,5.6,2,31,3,0,2
29,77,7.0,76,80,7.5,19,64,4,2,4
31,93,10.0,92,99,7.9,29,91,5,2,5
7,67,3.5,42,36,5.4,6,28,3,0,2
9,48,4.2,24,39,5.2,3,10,2,0,2
12,78,6.2,48,52,5.6,14,56,4,1,3
19,78,5.1,50,34,6.0,6,47,3,2,3
13,79,5.8,52,43,6.7,8,56,2,1,3
25,87,8.2,78,57,6.6,13,63,5,2,4
38,97,8.5,78,84,7.8,21,94,8,2,5
7,60,5.1,24,25,5.1,1,23,0,0,2
4,65,4.9,34,29,4.4,1,36,0,0,2
35,99,9.6,86,100,8.8,21,84,10,0,5
39,97,10.0,79,75,7.5,23,90,6,2,5
21,80,6.5,80,60,7.9,11,69,3,2,4
36,89,9.2,79,90,7.5,28,80,9,2,5
9,64,6.2,62,33,5.7,11,46,4,1,3
10,46,3.6,45,39,5.5,10,13,0,0,2
38,97,8.2,78,74,7.4,26,82,8,2,5
10,63,5.3,49,24,5.5,1,1,1,2,2
37,97,9.1,76,99,7.2,30,90,9,2,5
39,100,8.5,79,96,7.2,29,79,10,2,5
40,96,8.9,83,91,7.1,30,76,6,2,5
5,49,3.1,31,6,4.9,2,15,1,0,2
37,91,9.2,83,73,8.1,27,99,8,2,5
18,75,8.2,63,55,7.6,10,67,5,1,4
17,74,5.2,49,40,6.3,15,59,3,1,3
19,90,8.4,79,64,6.8,16,73,5,1,4
34,99,9.7,99,98,8.0,24,86,5,1,5
27,83,6.9,73,51,8.0,18,79,6,0,4
8,49,4.6,31,41,5.0,10,4,1,1,2
30,91,9.1,82,83,7.5,28,77,7,2,5
10,57,3.8,31,9,5.5,4,22,2,1,2
25,100,9.7,90,95,8.0,20,97,9,1,5
18,63,6.6,54,58,5.8,11,40,4,1,3
5,54,4.8,27,33,4.6,9,2,3,1,2
10,59,4.6,25,0,4.4,3,17,2,0,2
16,78,6.1,52,48,5.7,13,70,4,2,3
19,80,5.7,51,30,5.7,14,54,3,1,3
37,98,9.5,75,98,8.5,30,96,7,2,5
29,92,9.4,87,82,7.6,25,73,6,1,5
10,72,6.4,52,54,6.0,6,61,1,0,3
26,89,7.7,70,66,6.6,12,85,2,1,4
18,93,8.2,65,67,7.9,16,59,3,1,4
40,92,8.4,90,78,7.6,24,81,5,2,5
15,65,6.0,59,48,6.8,15,67,2,1,3
35,100,8.0,99,97,8.0,22,79,4,2,5
26,95,9.3,98,71,7.6,29,96,9,2,5
9,80,6.5,60,42,5.8,8,59,1,0,3
7,59,5.3,36,6,5.0,9,37,0,0,2
7,43,3.3,45,35,5.1,10,51,0,0,2
9,79,5.5,53,56,6.7,12,68,3,2,3
3,42,3.5,44,12,5.6,7,29,0,0,2
8,49,3.7,48,11,5.7,1,3,0,0,2
17,84,8.1,62,59,7.2,19,67,5,1,4
31,99,8.8,90,77,7.6,20,95,6,1,5
29,83,7.0,73,73,6.8,17,79,6,2,4
21,83,7.6,79,65,7.5,11,82,3,2,4
29,86,6.7,63,56,6.4,18,65,5,2,4
25,90,8.3,98,74,8.2,22,83,9,2,5
39,95,9.1,89,71,8.2,26,84,4,2,5
5,55,5.1,44,39,4.2,7,4,0,0,2
30,78,8.2,65,59,7.3,12,62,7,1,4
3,61,5.4,28,23,4.8,5,24,1,0,2
27,91,8.7,86,75,8.1,28,100,7,2,5
18,79,7.5,64,63,7.3,14,63,7,1,4
9,64,6.8,55,44,6.8,10,46,3,2,3
8,72,5.8,55,48,5.8,10,62,1,0,3
18,61,6.0,62,42,6.2,5,48,2,2,3
11,70,5.7,63,38,6.5,9,45,4,0,3
21,95,8.1,75,64,7.2,16,82,3,0,4
8,81,6.5,65,36,5.8,12,62,1,1,3
2,65,3.3,22,25,4.9,6,38,2,0,2
11,70,6.1,62,30,5.7,8,57,4,1,3
26,98,8.2,80,89,7.4,22,100,8,2,5
16,86,8.4,78,64,7.0,14,64,7,2,4
7,59,3.4,48,1,5.1,3,48,3,1,2
33,95,8.5,91,73,7.6,24,79,8,2,5
39,100,8.5,87,86,8.5,22,77,8,2,5
28,91,7.6,64,70,7.4,15,81,2,2,4
28,100,9.6,81,85,8.1,27,99,9,2,5
20,82,7.2,79,52,7.4,18,70,4,1,4
7,55,5.5,41,37,4.5,10,32,0,0,2
21,78,8.4,61,64,6.8,20,61,3,2,4
26,93,8.5,80,77,7.7,30,85,8,1,5
16,74,7.5,80,64,7.7,14,73,3,1,4
36,100,8.7,79,91,8.5,27,96,5,2,5
20,75,8.3,59,78,8.0,13,71,3,2,4
